review_id,section,start,end,type,which,chosen,rule,annotator_a,annotator_b
3179,desc,1620,1633,label_conflict,,weight,prefer_more_frequent,adjustability,weight
3179,desc,1660,1716,span_only_one_annotator,b_only,adjustability,union_keep,,
3179,review,0,14,span_only_one_annotator,b_only,overall,union_keep,,
3200,title,8,15,span_only_one_annotator,b_only,size,union_keep,,
3908,desc,114,144,span_only_one_annotator,a_only,design,union_keep,,
3908,desc,292,296,span_only_one_annotator,b_only,material,union_keep,,
3908,desc,292,306,span_only_one_annotator,a_only,material,union_keep,,
3908,review,79,149,span_only_one_annotator,a_only,ease_of_use,union_keep,,
3908,review,151,235,span_only_one_annotator,a_only,size,union_keep,,
3908,review,236,291,span_only_one_annotator,a_only,portability,union_keep,,
3908,review,281,291,span_only_one_annotator,b_only,ease_of_use,union_keep,,
3908,review,294,319,label_conflict,,size,prefer_more_frequent,material,size
3908,review,320,366,span_only_one_annotator,b_only,portability,union_keep,,
3908,review,400,436,span_only_one_annotator,b_only,design,union_keep,,
3916,desc,0,23,span_only_one_annotator,a_only,ease_of_use,union_keep,,
3916,desc,33,48,span_only_one_annotator,a_only,material,union_keep,,
3916,desc,53,66,span_only_one_annotator,a_only,material,union_keep,,
3916,desc,114,144,span_only_one_annotator,a_only,design,union_keep,,
3916,desc,176,193,span_only_one_annotator,a_only,ease_of_use,union_keep,,
3916,desc,197,234,span_only_one_annotator,b_only,ease_of_use,union_keep,,
3916,desc,270,280,span_only_one_annotator,b_only,size,union_keep,,
3916,desc,270,306,span_only_one_annotator,a_only,portability,union_keep,,
3916,desc,292,306,span_only_one_annotator,a_only,storage,union_keep,,
3916,review,0,103,span_only_one_annotator,a_only,build_quality,union_keep,,
3916,review,15,27,span_only_one_annotator,b_only,build_quality,union_keep,,
3916,review,87,102,span_only_one_annotator,b_only,performance,union_keep,,
3916,review,104,192,span_only_one_annotator,a_only,durability,union_keep,,
3916,review,193,244,span_only_one_annotator,a_only,size,union_keep,,
3916,review,203,230,span_only_one_annotator,b_only,size,union_keep,,
3916,review,245,285,span_only_one_annotator,a_only,size,union_keep,,
3916,review,257,284,span_only_one_annotator,b_only,size,union_keep,,
3916,review,286,342,span_only_one_annotator,a_only,price,union_keep,,
3916,review,295,341,span_only_one_annotator,b_only,price,union_keep,,
3916,review,344,431,span_only_one_annotator,a_only,storage,union_keep,,
4132,title,33,39,span_only_one_annotator,b_only,quantity,union_keep,,
4132,desc,652,679,label_conflict,,stability,prefer_non_generic,performance,stability
4132,desc,725,742,span_only_one_annotator,b_only,material,union_keep,,
4132,desc,749,767,span_only_one_annotator,a_only,material,union_keep,,
4132,desc,783,813,span_only_one_annotator,a_only,material,union_keep,,
4132,desc,1265,1271,span_only_one_annotator,b_only,material,union_keep,,
4141,desc,53,59,span_only_one_annotator,b_only,material,union_keep,,
4141,desc,53,66,span_only_one_annotator,a_only,material,union_keep,,
4141,desc,58,66,span_only_one_annotator,b_only,material,union_keep,,
4141,desc,114,144,span_only_one_annotator,a_only,design,union_keep,,
4141,desc,176,193,span_only_one_annotator,a_only,ease_of_use,union_keep,,
4141,desc,270,280,span_only_one_annotator,b_only,size,union_keep,,
4141,desc,292,306,span_only_one_annotator,a_only,design,union_keep,,
4141,review,27,59,span_only_one_annotator,a_only,build_quality,union_keep,,
4141,review,38,59,span_only_one_annotator,b_only,build_quality,union_keep,,
4141,review,77,103,span_only_one_annotator,a_only,build_quality,union_keep,,
4141,review,91,103,span_only_one_annotator,b_only,build_quality,union_keep,,
4141,review,104,125,span_only_one_annotator,a_only,durability,union_keep,,
4141,review,142,201,span_only_one_annotator,a_only,price,union_keep,,
4141,review,142,202,span_only_one_annotator,b_only,price,union_keep,,
4236,desc,0,23,span_only_one_annotator,b_only,ease_of_use,union_keep,,
4236,desc,33,38,span_only_one_annotator,b_only,material,union_keep,,
4236,desc,33,48,span_only_one_annotator,a_only,material,union_keep,,
4236,desc,33,48,span_only_one_annotator,a_only,material,union_keep,,
4236,desc,53,59,span_only_one_annotator,b_only,material,union_keep,,
4236,desc,53,66,span_only_one_annotator,a_only,material,union_keep,,
4236,desc,53,66,span_only_one_annotator,a_only,material,union_keep,,
4236,desc,114,144,span_only_one_annotator,a_only,ease_of_use,union_keep,,
4236,desc,114,144,span_only_one_annotator,a_only,storage,union_keep,,
4236,desc,176,193,span_only_one_annotator,a_only,ease_of_use,union_keep,,
4236,desc,176,234,span_only_one_annotator,a_only,ease_of_use,union_keep,,
4236,desc,270,280,span_only_one_annotator,b_only,size,union_keep,,
4236,desc,270,306,span_only_one_annotator,a_only,size,union_keep,,
4236,desc,270,306,span_only_one_annotator,a_only,storage,union_keep,,
4236,desc,292,306,span_only_one_annotator,a_only,portability,union_keep,,
4236,desc,292,306,span_only_one_annotator,a_only,portability,union_keep,,
4236,review,0,17,span_only_one_annotator,b_only,ease_of_use,union_keep,,
4236,review,0,18,span_only_one_annotator,a_only,ease_of_use,union_keep,,
4236,review,0,18,span_only_one_annotator,a_only,ease_of_use,union_keep,,
4745,review,607,685,label_conflict,,ease_of_use,prefer_more_frequent,storage,ease_of_use
4745,review,687,801,span_only_one_annotator,b_only,storage,union_keep,,
4802,review,68,148,span_only_one_annotator,b_only,performance,union_keep,,
4854,desc,23,36,span_only_one_annotator,b_only,storage,union_keep,,
4854,desc,276,348,span_only_one_annotator,a_only,storage,union_keep,,
4854,desc,302,325,span_only_one_annotator,b_only,privacy,union_keep,,
4854,desc,354,429,span_only_one_annotator,a_only,storage,union_keep,,
4854,desc,431,499,span_only_one_annotator,a_only,wind_resistance,union_keep,,
4854,desc,442,457,span_only_one_annotator,b_only,wind_resistance,union_keep,,
4854,desc,614,700,span_only_one_annotator,a_only,build_quality,union_keep,,
4854,desc,690,700,span_only_one_annotator,b_only,build_quality,union_keep,,
4854,desc,726,777,span_only_one_annotator,a_only,ease_of_use,union_keep,,
4854,desc,736,777,span_only_one_annotator,b_only,ease_of_use,union_keep,,
4854,review,320,362,span_only_one_annotator,b_only,portability,union_keep,,
4854,review,320,369,span_only_one_annotator,a_only,portability,union_keep,,
4857,title,40,43,label_conflict,,color,prefer_non_generic,design,color
4873,title,8,16,span_only_one_annotator,b_only,size,union_keep,,
4873,title,40,43,span_only_one_annotator,b_only,color,union_keep,,
4940,title,17,37,span_only_one_annotator,a_only,performance,union_keep,,
4940,title,50,71,span_only_one_annotator,a_only,ease_of_use,union_keep,,
4940,desc,8,23,span_only_one_annotator,b_only,portability,union_keep,,
4940,desc,151,159,span_only_one_annotator,b_only,storage,union_keep,,
4940,desc,151,166,span_only_one_annotator,a_only,performance,union_keep,,
4940,desc,278,309,span_only_one_annotator,a_only,ease_of_use,union_keep,,
4940,desc,315,346,span_only_one_annotator,b_only,ease_of_use,union_keep,,
4940,desc,364,432,span_only_one_annotator,a_only,size,union_keep,,
4940,desc,466,499,span_only_one_annotator,a_only,ease_of_use,union_keep,,
4940,desc,466,516,span_only_one_annotator,b_only,wind_resistance,union_keep,,
4940,desc,540,569,span_only_one_annotator,a_only,portability,union_keep,,
4940,desc,557,569,span_only_one_annotator,b_only,portability,union_keep,,
4940,desc,578,594,span_only_one_annotator,a_only,performance,union_keep,,
4940,desc,578,636,span_only_one_annotator,b_only,storage,union_keep,,
4940,review,155,171,span_only_one_annotator,a_only,ease_of_use,union_keep,,
4940,review,158,171,span_only_one_annotator,b_only,ease_of_use,union_keep,,
4940,review,176,221,span_only_one_annotator,a_only,performance,union_keep,,
4940,review,269,299,label_conflict,,wind_resistance,prefer_non_generic,performance,wind_resistance
4940,review,308,381,span_only_one_annotator,a_only,performance,union_keep,,
4940,review,553,570,span_only_one_annotator,b_only,performance,union_keep,,
4940,review,573,650,span_only_one_annotator,a_only,performance,union_keep,,
4940,review,576,650,span_only_one_annotator,b_only,performance,union_keep,,
4940,review,656,675,span_only_one_annotator,b_only,price,union_keep,,
4940,review,656,700,span_only_one_annotator,a_only,price,union_keep,,
4940,review,863,877,span_only_one_annotator,a_only,performance,union_keep,,
4940,review,968,985,span_only_one_annotator,a_only,build_quality,union_keep,,
4940,review,976,985,span_only_one_annotator,b_only,comfort,union_keep,,
4940,review,1005,1022,span_only_one_annotator,b_only,price,union_keep,,
4940,review,1031,1045,span_only_one_annotator,b_only,build_quality,union_keep,,
4970,review,46,83,label_conflict,,ease_of_use,prefer_more_frequent,included_items,ease_of_use
4970,review,110,191,span_only_one_annotator,b_only,durability,union_keep,,
4970,review,134,153,span_only_one_annotator,a_only,durability,union_keep,,
4970,review,193,226,span_only_one_annotator,b_only,quantity,union_keep,,
4970,review,193,227,span_only_one_annotator,a_only,quantity,union_keep,,
4970,review,237,293,span_only_one_annotator,b_only,ease_of_use,union_keep,,
4970,review,274,294,span_only_one_annotator,a_only,ease_of_use,union_keep,,
4970,review,295,372,span_only_one_annotator,b_only,price,union_keep,,
5322,review,594,633,span_only_one_annotator,a_only,ease_of_use,union_keep,,
5341,title,40,43,span_only_one_annotator,b_only,design,union_keep,,
5350,title,8,36,span_only_one_annotator,b_only,design,union_keep,,
5384,review,0,20,span_only_one_annotator,b_only,purchase_recommendation,union_keep,,
5443,review,0,35,label_conflict,,compatibility,prefer_non_generic,compatibility,design
5443,review,40,93,label_conflict,,durability,prefer_non_generic,durability,performance
5443,review,213,256,span_only_one_annotator,b_only,durability,union_keep,,
5443,review,350,385,span_only_one_annotator,b_only,compatibility,union_keep,,
5578,desc,87,159,span_only_one_annotator,a_only,size,union_keep,,
5578,desc,207,248,span_only_one_annotator,a_only,performance,union_keep,,
5578,review,0,31,span_only_one_annotator,a_only,price,union_keep,,
5578,review,5,31,sentiment_conflict,,unknown,set_unknown_on_conflict,negative,positive
5578,review,132,166,span_only_one_annotator,a_only,waterproofing,union_keep,,
5578,review,199,218,label_conflict,,build_quality,prefer_non_generic,build_quality,design
5578,review,251,261,span_only_one_annotator,a_only,waterproofing,union_keep,,
5578,review,302,322,span_only_one_annotator,b_only,price,union_keep,,
5934,title,8,16,span_only_one_annotator,b_only,size,union_keep,,
5978,desc,291,304,span_only_one_annotator,a_only,durability,union_keep,,
5978,desc,298,304,span_only_one_annotator,b_only,design,union_keep,,
5978,desc,358,400,span_only_one_annotator,a_only,design,union_keep,,
5978,review,298,379,span_only_one_annotator,b_only,design,union_keep,,
5978,review,314,379,span_only_one_annotator,a_only,design,union_keep,,
6164,title,8,15,span_only_one_annotator,b_only,design,union_keep,,
6164,title,16,22,span_only_one_annotator,b_only,size,union_keep,,
6164,review,0,35,label_conflict,,material,prefer_more_frequent,material,waterproofing
6164,review,36,40,label_conflict,,material,prefer_more_frequent,build_quality,material
6164,review,42,47,label_conflict,,build_quality,prefer_non_generic,performance,build_quality
6164,review,49,57,span_only_one_annotator,b_only,performance,union_keep,,
6303,title,8,15,span_only_one_annotator,b_only,design,union_keep,,
6303,review,20,115,span_only_one_annotator,a_only,durability,union_keep,,
6303,review,44,115,span_only_one_annotator,b_only,build_quality,union_keep,,
6303,review,117,240,span_only_one_annotator,a_only,performance,union_keep,,
6303,review,205,240,span_only_one_annotator,b_only,durability,union_keep,,
6303,review,308,334,span_only_one_annotator,a_only,durability,union_keep,,
6303,review,322,334,span_only_one_annotator,b_only,performance,union_keep,,
6303,review,335,415,label_conflict,,durability,prefer_more_frequent,price,durability
6303,review,416,534,span_only_one_annotator,a_only,performance,union_keep,,
6303,review,468,485,span_only_one_annotator,b_only,price,union_keep,,
6303,review,490,507,span_only_one_annotator,b_only,performance,union_keep,,
6448,title,8,15,span_only_one_annotator,a_only,temperature_rating,union_keep,,
6448,title,16,34,span_only_one_annotator,a_only,design,union_keep,,
6448,title,39,51,span_only_one_annotator,b_only,size,union_keep,,
6448,title,39,58,span_only_one_annotator,a_only,size,union_keep,,
6448,review,34,49,span_only_one_annotator,b_only,durability,union_keep,,
6448,review,34,93,span_only_one_annotator,a_only,durability,union_keep,,
6448,review,95,119,span_only_one_annotator,b_only,build_quality,union_keep,,
6448,review,95,120,span_only_one_annotator,a_only,build_quality,union_keep,,
6509,title,8,15,span_only_one_annotator,b_only,temperature_rating,union_keep,,
6509,title,16,34,span_only_one_annotator,b_only,design,union_keep,,
6509,title,39,58,span_only_one_annotator,b_only,size,union_keep,,
6509,review,0,15,span_only_one_annotator,b_only,design,union_keep,,
6509,review,18,33,span_only_one_annotator,b_only,performance,union_keep,,
6509,review,35,50,span_only_one_annotator,b_only,weight,union_keep,,
6514,title,8,15,span_only_one_annotator,b_only,temperature_rating,union_keep,,
6514,title,16,21,span_only_one_annotator,b_only,design,union_keep,,
6514,title,39,51,span_only_one_annotator,b_only,size,union_keep,,
6514,title,71,83,span_only_one_annotator,a_only,insulation,union_keep,,
6820,title,0,21,span_only_one_annotator,b_only,portability,union_keep,,
6820,title,24,55,span_only_one_annotator,a_only,portability,union_keep,,
6906,title,37,55,label_conflict,,ease_of_use,prefer_more_frequent,ease_of_use,portability
6906,desc,497,534,span_only_one_annotator,a_only,ease_of_use,union_keep,,
6906,desc,535,585,span_only_one_annotator,a_only,performance,union_keep,,
6906,desc,591,602,label_conflict,,power,prefer_non_generic,performance,power
6906,desc,771,833,label_conflict,,size,prefer_more_frequent,size,portability
6906,review,56,115,label_conflict,,ease_of_cleaning,prefer_non_generic,performance,ease_of_cleaning
7115,title,37,55,span_only_one_annotator,b_only,portability,union_keep,,
7126,title,8,21,span_only_one_annotator,b_only,portability,union_keep,,
7231,review,380,530,sentiment_conflict,,unknown,set_unknown_on_conflict,positive,negative
7281,desc,63,94,span_only_one_annotator,b_only,performance,union_keep,,
7281,desc,100,120,span_only_one_annotator,a_only,stability,union_keep,,
7281,desc,121,191,label_conflict,,weight,prefer_more_frequent,weight,stability
7281,desc,227,247,label_conflict,,stability,prefer_non_generic,performance,stability
7281,desc,248,269,span_only_one_annotator,b_only,weight,union_keep,,
7281,desc,355,376,span_only_one_annotator,b_only,performance,union_keep,,
7281,desc,421,439,span_only_one_annotator,b_only,stability,union_keep,,
7281,review,344,363,label_conflict,,build_quality,prefer_more_frequent,build_quality,adjustability
7281,review,505,527,label_conflict,,size,prefer_non_generic,size,design
7281,review,688,714,span_only_one_annotator,b_only,performance,union_keep,,
7281,review,827,869,span_only_one_annotator,b_only,performance,union_keep,,
7281,review,871,953,span_only_one_annotator,b_only,design,union_keep,,
7281,review,959,1002,span_only_one_annotator,b_only,size,union_keep,,
7281,review,1566,1601,span_only_one_annotator,b_only,performance,union_keep,,
7868,desc,562,575,label_conflict,,ease_of_use,prefer_more_frequent,ease_of_use,ease_of_cleaning
7868,desc,787,802,span_only_one_annotator,b_only,compatibility,union_keep,,
7868,desc,787,841,span_only_one_annotator,a_only,compatibility,union_keep,,
7868,desc,918,937,span_only_one_annotator,b_only,compatibility,union_keep,,
7868,desc,918,981,span_only_one_annotator,a_only,compatibility,union_keep,,
7868,review,82,105,label_conflict,,size,prefer_more_frequent,price,size
7995,title,0,56,span_only_one_annotator,a_only,compatibility,union_keep,,
7995,desc,14,25,span_only_one_annotator,b_only,portability,union_keep,,
7995,desc,141,158,label_conflict,,waterproofing,prefer_more_frequent,waterproofing,weather_resistance
7995,desc,173,190,span_only_one_annotator,a_only,portability,union_keep,,
7995,desc,195,208,span_only_one_annotator,b_only,portability,union_keep,,
7995,desc,213,233,span_only_one_annotator,a_only,design,union_keep,,
7995,desc,256,270,label_conflict,,durability,prefer_more_frequent,build_quality,durability
7995,desc,275,287,span_only_one_annotator,a_only,build_quality,union_keep,,
7995,desc,326,340,span_only_one_annotator,a_only,storage,union_keep,,
7995,review,43,53,span_only_one_annotator,a_only,ease_of_use,union_keep,,
7995,review,224,265,span_only_one_annotator,a_only,storage,union_keep,,
7995,review,364,380,span_only_one_annotator,a_only,size,union_keep,,
7995,review,445,479,span_only_one_annotator,a_only,storage,union_keep,,
7995,review,482,496,span_only_one_annotator,b_only,size,union_keep,,
7995,review,482,529,span_only_one_annotator,a_only,storage,union_keep,,
7995,review,723,741,span_only_one_annotator,a_only,durability,union_keep,,
7995,review,821,850,span_only_one_annotator,a_only,build_quality,union_keep,,
7995,review,852,873,span_only_one_annotator,b_only,performance,union_keep,,
7995,review,917,932,span_only_one_annotator,a_only,durability,union_keep,,
7995,review,980,1001,span_only_one_annotator,b_only,performance,union_keep,,
8106,review,45,263,span_only_one_annotator,b_only,insulation,union_keep,,
8106,review,202,262,span_only_one_annotator,a_only,insulation,union_keep,,
8116,review,41,91,span_only_one_annotator,a_only,durability,union_keep,,
8116,review,43,64,span_only_one_annotator,b_only,durability,union_keep,,
8200,title,8,16,span_only_one_annotator,b_only,size,union_keep,,
8200,review,48,59,span_only_one_annotator,b_only,performance,union_keep,,
8247,title,54,60,span_only_one_annotator,a_only,size,union_keep,,
8247,desc,755,802,span_only_one_annotator,a_only,weight,union_keep,,
8247,desc,1503,1550,span_only_one_annotator,a_only,design,union_keep,,
8247,desc,1574,1606,span_only_one_annotator,a_only,insulation,union_keep,,
8247,desc,1658,1703,span_only_one_annotator,a_only,capacity,union_keep,,
8247,desc,1839,1914,span_only_one_annotator,a_only,size,union_keep,,
8247,desc,1839,1914,span_only_one_annotator,a_only,size,union_keep,,
8247,desc,1957,2007,span_only_one_annotator,a_only,ease_of_use,union_keep,,
8247,desc,2065,2088,span_only_one_annotator,a_only,weight,union_keep,,
8247,desc,2065,2088,span_only_one_annotator,a_only,material,union_keep,,
8247,review,0,34,span_only_one_annotator,a_only,size,union_keep,,
8247,review,0,34,span_only_one_annotator,a_only,insulation,union_keep,,
8247,review,39,69,span_only_one_annotator,a_only,performance,union_keep,,
8247,review,39,88,span_only_one_annotator,a_only,ease_of_use,union_keep,,
8247,review,89,159,span_only_one_annotator,a_only,size,union_keep,,
8261,title,8,17,span_only_one_annotator,b_only,size,union_keep,,
8261,title,49,60,span_only_one_annotator,b_only,color,union_keep,,
8268,title,54,60,span_only_one_annotator,b_only,color,union_keep,,
8550,desc,0,20,span_only_one_annotator,a_only,durability,union_keep,,
8591,desc,0,83,span_only_one_annotator,a_only,compatibility,union_keep,,
8591,desc,32,83,span_only_one_annotator,b_only,compatibility,union_keep,,
8591,review,0,12,label_conflict,,compatibility,prefer_more_frequent,compatibility,seller_description_accuracy
9245,title,0,25,span_only_one_annotator,a_only,material,union_keep,,
9245,title,13,17,span_only_one_annotator,b_only,material,union_keep,,
9245,review,120,208,span_only_one_annotator,b_only,build_quality,union_keep,,
9245,review,209,303,span_only_one_annotator,b_only,performance,union_keep,,
9245,review,304,395,span_only_one_annotator,b_only,ease_of_use,union_keep,,
9313,title,0,33,span_only_one_annotator,b_only,weight,union_keep,,
9543,title,8,21,span_only_one_annotator,b_only,size,union_keep,,
9667,desc,188,211,span_only_one_annotator,a_only,design,union_keep,,
9667,desc,198,211,span_only_one_annotator,b_only,privacy,union_keep,,
9667,review,90,147,span_only_one_annotator,a_only,build_quality,union_keep,,
9667,review,170,178,span_only_one_annotator,b_only,overall,union_keep,,
9667,review,258,292,span_only_one_annotator,b_only,build_quality,union_keep,,
9667,review,258,305,span_only_one_annotator,a_only,build_quality,union_keep,,
9667,review,297,305,span_only_one_annotator,b_only,durability,union_keep,,
9667,review,297,305,span_only_one_annotator,b_only,material,union_keep,,
9667,review,346,411,span_only_one_annotator,a_only,durability,union_keep,,
9684,title,0,21,span_only_one_annotator,b_only,capacity,union_keep,,
9839,title,8,21,span_only_one_annotator,b_only,size,union_keep,,
9839,title,36,39,span_only_one_annotator,b_only,color,union_keep,,
9881,title,8,16,span_only_one_annotator,b_only,size,union_keep,,
9902,title,8,16,span_only_one_annotator,b_only,size,union_keep,,
9902,title,36,39,span_only_one_annotator,b_only,color,union_keep,,
9902,desc,188,211,label_conflict,,privacy,prefer_non_generic,design,privacy
9918,title,8,21,span_only_one_annotator,b_only,size,union_keep,,
9918,desc,188,211,label_conflict,,privacy,prefer_non_generic,design,privacy
10014,review,712,732,span_only_one_annotator,b_only,performance,union_keep,,
10014,review,715,731,span_only_one_annotator,a_only,performance,union_keep,,
10014,review,734,815,span_only_one_annotator,b_only,size,union_keep,,
10014,review,917,996,span_only_one_annotator,b_only,size,union_keep,,
10014,review,998,1077,span_only_one_annotator,b_only,ease_of_use,union_keep,,
10014,review,1276,1308,label_conflict,,ease_of_use,prefer_more_frequent,ease_of_use,portability
10014,review,1348,1400,label_conflict,,portability,prefer_more_frequent,portability,storage
10014,review,1401,1461,label_conflict,,waterproofing,prefer_more_frequent,storage,waterproofing
10014,review,1984,2096,span_only_one_annotator,a_only,waterproofing,union_keep,,
10296,title,52,69,span_only_one_annotator,a_only,color,union_keep,,
10296,title,82,88,span_only_one_annotator,b_only,color,union_keep,,
10296,desc,112,158,span_only_one_annotator,a_only,performance,union_keep,,
10296,desc,177,234,span_only_one_annotator,a_only,durability,union_keep,,
10296,desc,203,234,label_conflict,,size,prefer_non_generic,design,size
10296,desc,381,406,label_conflict,,versatility,prefer_non_generic,versatility,performance
10296,desc,489,527,span_only_one_annotator,a_only,storage,union_keep,,
10296,desc,532,556,label_conflict,,portability,prefer_more_frequent,portability,adjustability
10296,desc,617,662,label_conflict,,capacity,prefer_more_frequent,capacity,adjustability
10296,desc,671,688,span_only_one_annotator,a_only,size,union_keep,,
10296,desc,694,751,span_only_one_annotator,b_only,portability,union_keep,,
10296,desc,1643,1692,span_only_one_annotator,b_only,capacity,union_keep,,
10814,review,152,231,span_only_one_annotator,b_only,size,union_keep,,
10849,title,43,47,span_only_one_annotator,b_only,design,union_keep,,
11009,review,94,137,label_conflict,,material,prefer_more_frequent,insulation,material
11009,review,143,157,label_conflict,,durability,prefer_more_frequent,durability,insulation
11009,review,162,211,span_only_one_annotator,a_only,durability,union_keep,,
11009,review,177,211,span_only_one_annotator,b_only,durability,union_keep,,
11009,review,220,253,span_only_one_annotator,b_only,durability,union_keep,,
11009,review,234,253,span_only_one_annotator,a_only,price,union_keep,,
11131,desc,62,69,span_only_one_annotator,b_only,durability,union_keep,,
11131,desc,62,121,span_only_one_annotator,a_only,durability,union_keep,,
11334,title,43,47,span_only_one_annotator,b_only,design,union_keep,,
11334,desc,19,23,span_only_one_annotator,b_only,color,union_keep,,
11338,desc,114,121,span_only_one_annotator,b_only,durability,union_keep,,
11338,desc,114,144,span_only_one_annotator,a_only,material,union_keep,,
11338,desc,122,144,span_only_one_annotator,b_only,material,union_keep,,
11338,desc,199,208,span_only_one_annotator,a_only,performance,union_keep,,
11338,review,16,48,span_only_one_annotator,a_only,performance,union_keep,,
11338,review,32,48,span_only_one_annotator,b_only,performance,union_keep,,
11411,desc,96,106,span_only_one_annotator,a_only,performance,union_keep,,
11411,desc,114,121,span_only_one_annotator,b_only,durability,union_keep,,
11411,desc,114,144,span_only_one_annotator,a_only,material,union_keep,,
11411,desc,134,144,span_only_one_annotator,b_only,material,union_keep,,
11411,desc,199,263,span_only_one_annotator,a_only,performance,union_keep,,
11411,desc,209,222,span_only_one_annotator,b_only,performance,union_keep,,
11411,desc,292,324,span_only_one_annotator,b_only,ease_of_use,union_keep,,
11411,desc,334,357,span_only_one_annotator,a_only,ease_of_use,union_keep,,
11411,review,20,37,sentiment_conflict,,positive,prefer_polar_over_neutral,positive,neutral
11411,review,39,63,span_only_one_annotator,b_only,performance,union_keep,,
11411,review,39,91,span_only_one_annotator,a_only,performance,union_keep,,
11466,desc,92,144,span_only_one_annotator,b_only,performance,union_keep,,
11600,desc,359,366,span_only_one_annotator,b_only,durability,union_keep,,
11600,desc,359,381,span_only_one_annotator,a_only,build_quality,union_keep,,
11600,desc,371,381,span_only_one_annotator,b_only,build_quality,union_keep,,
11696,review,10,50,span_only_one_annotator,b_only,weight,union_keep,,
11797,desc,109,187,span_only_one_annotator,a_only,size,union_keep,,
11797,desc,149,187,span_only_one_annotator,b_only,size,union_keep,,
11797,desc,437,473,span_only_one_annotator,a_only,storage,union_keep,,
11797,desc,449,456,span_only_one_annotator,b_only,storage,union_keep,,
11797,review,0,4,span_only_one_annotator,b_only,size,union_keep,,
11797,review,0,99,span_only_one_annotator,a_only,size,union_keep,,
11818,title,31,37,span_only_one_annotator,b_only,size,union_keep,,
11897,title,31,37,span_only_one_annotator,b_only,size,union_keep,,
11951,desc,405,436,span_only_one_annotator,b_only,material,union_keep,,
11951,desc,405,476,span_only_one_annotator,a_only,waterproofing,union_keep,,
11951,desc,792,841,span_only_one_annotator,a_only,ventilation,union_keep,,
11951,desc,810,829,span_only_one_annotator,b_only,ventilation,union_keep,,
11951,desc,982,1044,span_only_one_annotator,a_only,build_quality,union_keep,,
11951,desc,1033,1044,span_only_one_annotator,b_only,ease_of_use,union_keep,,
11951,review,205,270,span_only_one_annotator,a_only,size,union_keep,,
11951,review,221,242,span_only_one_annotator,b_only,size,union_keep,,
11951,review,497,582,span_only_one_annotator,a_only,waterproofing,union_keep,,
11951,review,556,582,span_only_one_annotator,b_only,waterproofing,union_keep,,
12239,title,8,16,span_only_one_annotator,b_only,size,union_keep,,
12268,title,8,16,span_only_one_annotator,b_only,size,union_keep,,
12280,title,8,33,span_only_one_annotator,a_only,size,union_keep,,
12280,desc,188,211,span_only_one_annotator,a_only,design,union_keep,,
12290,title,8,16,span_only_one_annotator,b_only,size,union_keep,,
12346,desc,188,211,span_only_one_annotator,a_only,design,union_keep,,
12346,desc,198,211,span_only_one_annotator,b_only,privacy,union_keep,,
12346,desc,229,262,span_only_one_annotator,a_only,design,union_keep,,
12346,desc,236,262,span_only_one_annotator,b_only,capacity,union_keep,,
12346,review,169,203,label_conflict,,ease_of_use,prefer_more_frequent,durability,ease_of_use
12346,review,266,296,label_conflict,,ease_of_use,prefer_more_frequent,ease_of_use,durability
12346,review,304,324,span_only_one_annotator,a_only,durability,union_keep,,
12651,title,36,39,span_only_one_annotator,b_only,color,union_keep,,
12651,desc,55,105,label_conflict,,size,prefer_more_frequent,capacity,size
