review_id,asin,overall,title,description,reviewText,cat_l1,cat_l2,cat_l3,cat_l4,cat_l5
4840,B0009PUR86,2.0,"Coleman 24-Piece Enamel Dinnerware Set, Red","Serve up your favorite foods around the campfire or portable stove with the Coleman 24-Piece Enamel Dinnerware Set. Made of double-fired enamel and featuring a timeless red speckled design, this outdoor dinnerware set offers classic style and durability and is dishwasher safe for easy cleaning. This 24-piece set includes four 10-inch dinner plates, four 12-ounce coffee mugs with handles, and four 6-inch bowls, making it a great choice for family meals at picnics, BBQs, and campsites. It also includes a silverware kit with four plastic-handled forks, spoons, and knives stored in a convenient roll-up pouch for easy organization and storage. Ideal for camping, picnicking, and even backyard use, this set of Coleman speckled dinnerware includes everything you need to eat a meal under the stars. The 24-piece set is outfitted with four 10-inch dinner plates, four 10-ounce mugs, and four 6-inch bowls, giving you and three co-campers enough containers for a main course, a side salad, and an after-dinner hot chocolate. In addition, the set comes with four knives, four spoons, and four forks, so you don't need to rely on plastic silverware when eating. Best of all, the set is durable and dishwasher-safe, with a red-speckled enamel surface that holds up to heavy use. The silverware also includes a compact carrying case to keep the cutlery bunched together. <strong>About Coleman</strong><br> The Coleman Company has been creating and innovating products for recreational outdoor use since W.C. Coleman started selling gasoline-powered lanterns in 1900. Inventor of the hugely popular fold-up camp stove, Coleman developed a plastic liner for his galvanized steel coolers in 1957--the birth of the modern cooler--and the company has been improving their utility and design ever since. The array of products that bear the Coleman name now includes just about everything you might need to work or play outdoors, from tents and sleeping bags to boats, backpacks, and furniture.","We have a set of Coleman enamel dinnerware from almost ten years ago.  We now have three more children who are just now old enough for a real camping trip all at once, and we needed more dishes.  My wife ordered these when they were on sale, so she figured that for $20 they couldn't be as bad as some of the reviews were saying.  Unfortunately, they are pretty awful.  There are clear bubbles and defects that you can readily see.  The metal isn't entirely covered and will likely need to be treated to stop the dishes from rusting further than they already appear to be around the edges.  I'm not sure if we are going to keep these or not.  It mostly depends on whether we can find a better substitute.  By comparison, our original dishes look brand new next to these. No rusting, not flaking, no flaws.

I'm really disappointed in this brand that I've trusted for years with so many different camping products.",Sports & Outdoors,Outdoor Recreation,Camping & Hiking,Camp Kitchen,Dishes & Utensils
24798,B00AU6FX2E,2.0,"Coleman Xtreme Cooler, 28-Quart, Dark Gray/Orange/Light Gray Overmold","Keep your food and drinks cold for an extended time, and make the fun last longer, when you bring a Coleman 28 Quart Xtreme Cooler. Xtreme technology uses an insulated lid and extra insulation in the walls to keep your items cold for up to 3 days. Large enough to hold 36 cans, you'll have plenty of space for refreshments for the entire party. Whether you're headed on a long weekend camping trip, a roadtrip, or out to a BBQ, the comfort-grip no-crush handles make getting to your destination easy and comfortable. Once you arrive, the Have-A-Seat lid will ensure you always have a place to sit and relax, and the cup holders molded into the lid will keep your cold drink close while you enjoy the day.","I have mixed feelings about this cooler.  I have a big one and love it, but wanted a smaller one for weekend campouts so i was excited about a 28 Quart.  First the good,  I LOVE the size, and holding a 2 litter great.  I freeze 3 or 4 full of water and it keeps everything cool without getting wet all weekend. 3 days plus and I still have ice that way, and you can drink the cool water if need be. My pic is on day 3.

The bad.  The handle is CRAP. Complete crap! Someone thought a single handle with a soft grip would be nice.  To get the grip, they carve out over HALF of the plastic and destroy the structural integrity of the handle.  It flexes in the middle under weight and i'm sure it will break eventually.  This cooler deserves two side handles like the other Xtremes! Coleman fix it!!!  In the same size Marine cooler they left the handle solid and its much stronger.",Sports & Outdoors,Outdoor Recreation,Camping & Hiking,Camp Kitchen,Coolers
24415,B00AJVP0CS,4.0,Coleman Compression Sack,"Whether you're packing or storing your gear, reduce your bulk with a Coleman Compression Sack. Its unique design compresses large sleeping bags or other soft items with three straps that tighten around the outside. When you're ready to go, the sturdy web handle on the bottom makes one-handed carrying simple.",it is ok,Sports & Outdoors,Outdoor Recreation,Camping & Hiking,,
28778,B00TFY8Z54,1.0,Coleman 8-Person Camping Tent with Built-in Closet | Tenaya Lake Cabin Tent with Fast Pitch Setup,"Enjoy some comforts from home while camping with the Coleman Tenaya Lake Fast Pitch 8-Person Cabin Tent with Closet. This camping tent includes a built-in closet with shelves and a hanger bar, making it easy to keep your clothes and gear organized without having to dig through your backpack. Thanks to pre-attached, color-coded top poles and hub, fast-fit feet, and snag-free Insta-Clip suspension, this cabin tent with the Fast Pitch system assembles 55 percent quicker than similar Coleman tents with a conventional setup. The WeatherTec system with patented welded floors and inverted seams helps ensure you and your gear stay dry, while the included rainfly offers extra weather protection. This backpacking tent offers enough room for two queen air beds and comes with a room divider for added privacy and storage pockets to keep your items stored away. An E-Port lets you easily bring power inside the tent. A hinged door lets you enter and exit the tent effortlessly, and Illumiline reflective guy lines offer greater visibility at night, so you wont accidentally trip in the dark. And when its time to pack up, the 8-person tent fits neatly inside the included wheeled carry bag for easy storage and transportation.","The rainfly leaked in the seam though the shower was not heavy. I will probably return it.
I owned 2 previous Coleman tent (6 people) and a screen but they are OK.",Sports & Outdoors,Outdoor Recreation,Camping & Hiking,Tents & Shelters,Tents
24737,B00AU6GHCY,5.0,Coleman Triton Series InstaStart 2-Burner Stove,"Cook breakfast, lunch and dinner on the legendary durability of a Coleman Triton Series InstaStart 2-Burner Stove. The InstaStart push-button matchless lighting system makes ignition easy. Once this propane camping stove starts to heat up, PerfectHeat Technology gets the temperatures just right, WindBlock Shields keep the wind from blowing the flames around and the PerfectFlow Pressure Control System keeps the heat steady on each of the high-performance 11,000-BTU burners. The spacious cooking surface is large enough to fit a 10-in. (25.4 cm) pan and 12-in. (30.48 cm) pan at the same time, and independently-adjustable controls allow you to set your heat anywhere from simmer to boil. The two burner camp stove is also efficient, with a 1-hr. runtime on high using a single 16.4-oz. propane cylinder. When the fun is done, removable heavy-duty, nickel-chrome grates make cleaning easy, and the built-in handle will have you carrying this lightweight stove effortlessly.",Works great and worked every time. I had no problem with the igniter and had no issues with the control knob sensitivity. The cover design blocked the wind and the stove top was easy to clean.,Sports & Outdoors,Outdoor Recreation,Camping & Hiking,Camp Kitchen,Stoves & Grills
25401,B00BPWDMOS,4.0,Coleman Broadband Mesh Quad Camping Chair,"Bring a comfortable seat with you to the campsite with the Coleman Broadband Mesh Quad Camping Chair. Ideal for camping, picnics, or backyard barbeques, this versatile folding chair offers premium comfort in a roomy yet portable design. It features a breathable mesh back that allows the breeze to cool your back on hot days, plus an integrated mesh cup holder that keeps a refreshing beverage within your reach. Designed to ensure your comfort, the chair features an extra-wide 21.3-inch seat that offers plenty of room to lounge and adjustable arms that let you customize the chair to suit your preferences. The strong steel frame can support up to 250 pounds and withstands seasons of heavy use. And thanks to its collapsible design and convenient carrying bag, this folding chair is easy to store and transport.",Great economical camp chair pretty light.,Sports & Outdoors,Outdoor Recreation,Camping & Hiking,Camping Furniture,Chairs
15989,B001TSCF96,1.0,Coleman Tent for Camping | Elite Montana Tent with Easy Setup,"Stretch out and relax in style with the Coleman Elite Montana 8-Person Lighted Tent. This cutting-edge camping tent features a cabin-like design with a variety of outdoor technologies to enhance any camping trip. The large outdoor tent can fit three queen size air beds, ensuring your whole family has plenty of room. When the sun goes down, you keep the party going with the six built-in CPX LED lights that provide 100 lumens of illumination. The lighting system can be powered by four D batteries (sold separately) or the included CPX 6 rechargeable power cartridge and comes with an energy pack that can power virtually anything with a USB slot. During the day, the auto-roll windows neatly roll down when you unzip them and can open at an angle to let in light but not water when it rains. This 8-person tent is designed with the WeatherTec system that features patented welded floors and inverted seams to help ensure you stay dry. An extended door awning creates a dry space for you to store gear and enter the tent, while the patented hinged door makes it easy to come and go. The heavy-duty tent sets up easily in about 15 minutes thanks to snag-free continuous pole sleeves, a patented pin-and-ring system, and snag-free Insta-Clip suspension. Clip on the included rainfly for added wetness protection, or gaze at the stars through the mesh ceiling.",The product was in poor condition and did not look new as advertised/purchased.,Sports & Outdoors,Outdoor Recreation,Camping & Hiking,Tents & Shelters,Tents
12239,B000W7BHJY,1.0,Coleman 8-Person Tent for Camping | Red Canyon Car Camping Tent,"Measuring 17- by 10-feet, Coleman's Red Canyon tent is spacious enough to comfortably sleep eight campers. Ideal for weekend camping trips with family and friends, the Red Canyon features removable privacy walls, allowing you to create up to three separate rooms.","Tabs ripped off the first time we set it up.  I would say outs a nice tent otherwise, but I'm worried about the quality of the rest of the tent.",Sports & Outdoors,Outdoor Recreation,Camping & Hiking,Tents & Shelters,Tents
5386,B0009PURKE,3.0,"Coleman Steel-Belted Portable Cooler, 54 Quart","Go back in time with cold food and drinks today when you take a Coleman 54 Quart Steel Belted Cooler along with you. It looks just like the one you remember with its classic design first developed in 1954. Large enough to hold 85 cans and tall enough to hold 2-liter bottles upright, you'll have plenty of space for refreshments for a whole group of people. Whether you're headed on an overnight camping trip, to a tailgate party, or out to a BBQ, the comfort-grip steel handles and stainless steel lid latch make getting to your destination easy, comfortable and secure. Once you arrive, the Have-A-Seat lid will ensure you always have a place to sit and relax while you enjoy the day with a cold drink in hand. When the fun is done, the leak-resistant channel drain makes it easy to empty any excess water without tilting the cooler, so you're ready for your next fun adventure. A Coleman Steel Belted Cooler will rekindle your fondest outdoor memories  and equip you to make many new ones.","Nice looking cooler.  I had it latched and forgot and gently pulled up the lid, and the entire locking attachment on the inside came out.  Pretty sure thats not supposed to happen.  I was always a true beliver in Coleman products, but after this last camping trip....not so much.",Sports & Outdoors,Outdoor Recreation,Camping & Hiking,Camp Kitchen,Coolers
21956,B006HFA1YC,4.0,Coleman 9-Can Soft Cooler with Removable Liner,"Keep food and drinks cold with the Coleman Soft Cooler. This compact, portable cooler bag holds up to nine cans and offers plenty of space for a family picnic or game-day snacks. Heat-welded seams in the zippered main compartment prevent leaks and maintain a cold environment, while the removable hard plastic liner fits snugly inside the soft cooler and allows you to easily dump out any ice melt. When not using the hard plastic liner, you can use ice substitutes to keep contents cold and dry. The cooler bag's easy-clean interior has an antimicrobial lining to resist formation of mold, mildew, fungus, and odor. A zippered front pocket, pocket under the lid, and two side mesh pockets make it easy to carry water bottles, snacks, silverware, and other accessories. You can also secure items to the top with the convenient bungee cords built into the lid. An adjustable shoulder strap lets you comfortably carry the cooler anywhere you go.",we ordered both green and blue.  It is as described.  We use it daily.  Great so far.,Sports & Outdoors,Outdoor Recreation,Camping & Hiking,Camp Kitchen,Coolers
5893,B0009PUQVY,3.0,Coleman Folding Double Wash Basin,,"A bit small, but does the job",Sports & Outdoors,Outdoor Recreation,Camping & Hiking,Camp Kitchen,
14428,B00168XMDM,2.0,Coleman Camp Axe,"Get the right tool for multiple jobs when you're at the campsite with the Coleman Camp Axe. The sharp edge of the durable drop-forged steel head easily splits wood for a campfire or stove, while the flat edge works wonders for driving tent stakes into hard ground. When it's time to pack up, pulling your tent stakes is easy with the notch cut into the head. Durable and well built, the Coleman Camp Axe is perfect for the campsite, wooded terrain, or the backyard. The axe is equipped with a drop-forged carbon-steel axe head that easily splits wood into kindling, along with a forged steel handle and an ergonomic nonslip grip. With the Coleman Camp Axe, you'll be ready for any camping contingency.","It's a ten-dollar hatchet sold at department stores. This same hatchet is also marketed by Coghlan's, Ozark Trail, Land's End, and many others. They're all the same China-made hatchet, except the branding.

The hatchet is 13"" long, and except for the rubber grip cover, is all steel. The handle is solid tubular steel, and it goes all the way through the rubber handle cover. The rubber cover is black and slightly oval-shaped, a welcome addition to the circular handle. The handle cover is 6-1/2"" long and has a slight axe handle shape, as opposed to a straight channel. A hard plastic disc is molded on to the handle to serve as (I think) overstrike protection. It's not attached to anything, it's just formed around the handle, and will slide around after the first few strikes. If you want to add a lanyard hole, you can drill one into the rubber handle cover. Go through the rear part and you'll avoid drilling into the steel handle. If you leave this hatchet in the rain, or even outside overnight, it will rust.

The head is attached to the handle with a metal fusion. It's drop-forged 1045 carbon steel and weighs 1 pound, 4 ounces. I tested mine at 47 on the Rockwell scale. The edge is 3"" top-to-bottom, and has a flattened butt for driving stakes or hammering. The entire head, except for the edge, is painted black. The edge is absolutely horrible; it's too high. I had to buy a 40-grit belt for my 1"" X 30"" sander to get the edge angle right, as all the other belts I had were too fine. With the edge angle established, final sharpening was easy. The hatchet will take a razor-sharp edge, but the steel is too soft to hold it for long. For splitting wood, it's fine. The head hasn't come loose at all. There's also a small nail removal notch, but it's pretty much worthless. To use it, the nail has to sticking out by at least 1/4"", and the opening slot is only 1/8"" at its widest.

This is typical of a department store hatchet for ten dollars. It's serviceable once you grind the edge right and do some basic rust prevention. If you want a better hatchet for $10, buy a used one at a flea market or yard sale and bring it back to life yourself. This Coleman hatchet is okay for the average homeowner, but is hardly worth mention as a serious tool.",Sports & Outdoors,Outdoor Recreation,Camping & Hiking,Knives & Tools,Axes & Hatchets
25201,B00BF9IYO4,3.0,Coleman Self-Inflating Camping Pad with Pillow,"Enjoy additional support and cushioning with the Coleman Self-Inflating Camping Pad with Pillow. This camping sleeping pad features a comfy tufted design that adds an extra layer of padding between your sleeping bag and the ground. Equipped with a free-flow valve, the sleeping pad self-inflates with no air pump needed. Simply roll it out and open the valve, and the pad will begin inflating. When it's time to pack up, reopen the valve and push the air out using the compression straps. Thanks to its durable, weather-resistant polyester shell, this camping sleeping pad can endure night after night of use.",straps ripped easily,Sports & Outdoors,Outdoor Recreation,Camping & Hiking,Sleeping Bags & Camp Bedding,Sleeping Pads
4595,B0009PUTES,1.0,Coleman Folding Shovel with Pick,Coleman 2000016390 shovel folding w/pick. Camping knives & tools shovels. Made of the highest quality materials. Camping knives & tools shovels,"Cheap,  not very strong",Sports & Outdoors,Outdoor Recreation,Camping & Hiking,Knives & Tools,Shovels
10296,B00168NK9S,2.0,"Coleman PowerChill 3000001497 Thermoelectric Cooler with Power Supply (40-Quart), Silver","Perfect for the office, dorm, RV, truck or car, the Coleman PowerChill Thermoelectric Cooler is fully portable, plugging into your vehicle's cigarette lighter. The PowerChill's new motor design provides quiet, long-lasting performance, cooling the contents down to 40-degreeF BELOW the surrounding temperature. The PowerChill is designed with many convenient features, including a patented, adjustable door that can open on the right or left side. The cooler can be used in two positions, either as an upright or a chest cooler. An adjustable shelf divider helps keep things organized inside. The PowerChill Cooler's molded handles make it easy to lift and carry. With a 40-quart interior that holds up to 44 cans of soda or beer in addition to snacks, the Coleman portable PowerChill thermoelectric cooler is ideal for the office, dorm, RV, truck, or car. The cooler is compatible with any vehicle's cigarette lighter. As a result, you can bring the PowerChill pretty much anywhere, from the campsite to the tailgater to your backyard BBQ. The PowerChill is equipped with a redesigned motor that provides quiet, long-lasting performance. The motor cools contents down to 40 degrees F <I>below</I> the surrounding temperature, so you don't have to fret once the ice starts melting in your standard cooler. The PowerChill includes several handy features, including a patented adjustable door that can open on both the right and left side, an adjustable shelf divider to keep things organized, and molded handles that make the cooler easy to lift and carry. The PowerChill even functions in two positions: upright or chest style. The PowerChill measures 15 by 21.75 by 17.125 inches (W x H x D). <b>About Coleman</b><br> More than 100 years ago, a young man with an entrepreneurial spirit and a better idea began manufacturing lanterns in Wichita, Kansas. His name was W.C. Coleman, and the company he founded would change life in America. A man plagued with such poor vision he sometimes had to ask classmates to read aloud to him, Coleman saw a brilliant light in 1900 in a drugstore window that stopped him in his tracks. He inquired about the light inside and discovered he was able to read even the small print on a medicine bottle by the illumination. The lamps had mantles, not wicks, and were fueled by gasoline under pressure instead of coal oil. Soon afterward, Coleman started a lighting service that offered a ""no light, no pay"" clause--a big step forward for merchants who were burned by inferior products that rarely worked--and drew substantial interest from businesses that wanted to keep their lights on after dark. In the ensuing years, Coleman expanded its product line well beyond lanterns. The company's current catalog is thick with products that make spending time outdoors a pleasure. There are coolers that keep food and drinks cold for days on end, comfortable airbeds that won't deflate during the night, a complete line of LED lights that last for years, powerful portable grills that cook with an authentic open-grill flame, and much, much more. Coleman has truly fashioned much of our outdoor camping experience, and expects to do so for generations to come.","The cooler needs supporting ice packs to cool to a safe refrigeration level. I keep an thermometer in it, and without ice support, it doesn't cool below 57 degrees - even when run all day.",Sports & Outdoors,Outdoor Recreation,Camping & Hiking,,
