review_id,asin,overall,title,description,reviewText,cat_l1,cat_l2,cat_l3,cat_l4,cat_l5
1985,B0009PUPUG,1.0,"Coleman High Stand,20.25&quot; H x 18.75&quot; W x 28&quot; L",Coleman 2000020280 High Stand. Camping Furniture. Made of the highest quality materials. Camping Furniture,"Purchased this in May 2016 to hold my Coleman camp stove. When I spread it out, there was no way to ""lock"" mine into place as some have noted. There is nothing on the legs to lock. They just slide up but won't stay in place. So, to keep it sturdy, I purchased small hose clamps and slid them over the legs. Spread the stand apart and tighten the clamps down. Now I have a sturdy stand but I still don't trust it to hold my stove so I have a piece of plywood over the top. Didn't bother to send it back. Not worth the effort. Impulse buy.",Sports & Outdoors,Outdoor Recreation,Camping & Hiking,,
5740,B0009PUT20,5.0,Coleman 5-Gallon Solar Shower,"Don't miss a shower  even when you're camping  with the Coleman 5-Gallon Solar Shower. The reservoir holds up to 5 gallons of waterenough for multiple showers. It's constructed of heat-locking material that warms the water when it's left in the sun, even on cool days. The shower features a strong handle for reliable hanging and carrying as well as a handy on/off shower head valve to conserve water.",Works good,Sports & Outdoors,Outdoor Recreation,Camping & Hiking,Personal Care,Showers
25283,B00BIRMW46,3.0,"Coleman Sportsman Waterproof First Aid Kit, 100-Piece for boating","Campers, hikers, hunters, bikers, boaters, and other outdoor enthusiasts can rest easier with six first aid kit options available under the Coleman brand - the most trusted name in outdoor equipment. Each kit contains components that are most used and useful when you or your family needs medical attention away from home. Colemans Sportmans Waterproof First Aid Kit contains: 20 - Bandages 1"" x 3"", 20 - Small Bandages, 8 - Butterfly Bandages, 16 - Spot Bandages, 5 - Knuckle Bandages, 8 - Antiseptic Wipes, 4 - Sting relief Wipes, 2 - Large Safety Pins, 2 - Small Safety Pins, 4 - Antibiotic Ointments, 1 - Razor Blade, 2 - Rubber Gloves (1 pair), 6 - Gauze Pads 2"" x 2"", 1 - 1/2 x 2 1/2 Yards Adhesive Tape, 1 - Waterproof Case.","Smaller that expected, maybe good for a boyscout",Sports & Outdoors,Sports & Fitness,Boating & Sailing,Boating,Safety & Flotation Devices
2003,B0009PUR4A,5.0,"Coleman 2000016402 Mess Kit, Aluminum, 5-Pc.","5 Piece, Aluminum Mess Kit, Includes 8 OZ Cup, 7&quot; Fry Pan, 16 OZ Pot With Lid &amp; 6.5&quot; Dish Pan, Pieces Nest Inside Each Other &amp; Is Covered With A Lid For Easy Storage &amp; Transport.","As expected. Thin, light aluminum mess kit. They have been well used and beat up, still work, and cleans easy",,,,,
17233,B00339C3P0,4.0,Coleman Portable Camping Quad Chair with 4-Can Cooler,"Have a cold drink at hand at the campsite, BBQ or picnic with a Coleman Cooler Quad Chair. The cooler built into the armrest holds up to 4 cans and provides easy access to a cold drink once the one in your mesh cup holder is empty. While you sip on your favorite beverage, the fully cushioned seat and back only adds to your relaxation. If you want your hands free, the side pockets work nicely to store your book, magazine or some snacks. When the fun is done, the chair easily folds up into a carry bag for easy transport and storage.",Comfortable! Like the attached cooler!,Sports & Outdoors,Outdoor Recreation,Camping & Hiking,Camping Furniture,Chairs
16225,B001TS6WWC,3.0,Coleman WeatherMaster 6-Person Tent with Screen Room,"Watch nature unfold before your eyes in Coleman WeatherMaster 6-Person Tent with Screen Room. During the day, the screen room lets you enjoy the great outdoors away from bugs and can be used on warmer nights for extra sleeping space. If it rains, this tent keeps you dry thanks to WeatherTec technology, which uses a tub-like floor with patented corner welds, protected seams, and a covered zipper to help keep water out. Meanwhile, the strong frame is tested to withstand 35+ mph winds. Additionally, an angled window keeps rain out while allowing for extra air circulation. A hinged door makes for easy coming and going. Setup is simple with snag-free, continuous pole sleeves and a patented pin-and-ring system. Inside, there's enough room to stretch out on 2 queen-size airbeds, and storage pockets keep small items organized and off the floor. When it's time to head home, the tent easily packs up into an expandable carry bag with a rip strip for extra storage until you're off on your next adventure. <table align=""right"" cellpadding=""10"" width=""350""> <tbody> <tr> <td><img align=""top"" border=""0"" height=""350"" src=""https://images-na.ssl-images-amazon.com/images/G/01/stores/sport-goods/detail-pages/B001TS6WWC.jpg"" width=""350"" /><br /><br /><small><em><strong>A patent-pending hinged door provides easy entry and exit, and a touch of at-home convenience.</strong></em></small></td> </tr> </tbody></table> The Coleman WeatherMaster 6 Tent has two rooms and plenty of space for the entire family. Up to six campers can sleep easily inside thanks to the 17-by-nine (W x D) footprint and 6 ft. 10 in. center height. Two doors&#xFFFD;including a patent-pending hinged front door&#xFFFD;offer easy in-and-out. An additional floor-less screened room provides extra ventilation on warm days, a great place for meals and gathering, rain or shine, and protected storage space. Coleman's Comfort System allows excellent ventilation control via Variflow adjustable airflow, a vented Cool-Air privacy Port, privacy vent window, and all-mesh ceiling. A convenient electrical access port lets you run a cord from your device in the tent to an outside power source, while an interior gear pocket helps you keep things organized. Setup is quick and simple thanks two color-coded poles and continuous pole sleeves, shock-corded fiberglass poles, an exclusive pin-and-ring design, and InstaClip attachments. Straightforward instructions are sewn into the convenient carry bag, and separate stake and pole bags are also included. <b>Coleman's WeatherTec System</b><br> This proprietary series of interworking features keeps the weather where it belongs&#xFFFD;outside the tent&#xFFFD;at all times. <ul> <li><i>Leak-free Seams:</i> In addition to fully-taped rainfly seams, the rainfly covers doors and windows, and incorporates easy-to-use Velcro frame attachments <li><i>Weather-resistant Fabric:</i> Coated polyester fabric combined with anti-wicking thread, webbing, and zippers are designed to keep you dry <li><i>Protected Seams:</i> Inverted floor seams dramatically increase weather resistance by hiding needle holes inside the tent, away from the elements <li><i>Waterproof Floors:</i> Welding technology strengthens the tent floor and eliminates needle holes <li><i>Zipper Protection:</i> Zipper cuff adds protection from the elements to the door <li><i>Wind Strong Frame:</i> Engineered to be a stronger, more wind-responsive frame by using redesigned poles and guy-out triangles to anchor tents and increase performance </ul> <b>Specifications</b><br> <ul> <li>75-denier polyester taffeta fly <li>68-denier polyester mesh inner tent <li>1,000-denier polyethylene floor <li>19-millimeter steel poles </ul> <b>The Coleman Limited Warranty</b><br> Coleman has been in business for more than 100 years, and continues to produce high-quality, affordable tents, lanterns, table-top stoves, and more. All Coleman products have a warranty against defects in material and workmanship, and the WeatherMaster 6 Tent includes a limited one-year manufacturer's warranty. <b>About Coleman Outdoor Products</b><br> More than 100 years ago, an entrepreneurial young man named W.C. Coleman had an idea for manufacturing better lanterns in Wichita, Kansas. A century later, Coleman's current catalog features a wide-ranging array of products that make spending time outside a pleasure. The company crafts coolers that keep food and drinks cold for days, airbeds that are comfortable and won't deflate during the night, a complete line of bright and long-lasting LED lights, powerful portable grills that cook with an authentic open-grill flame, and more.","Good over all in look and quality, but smaller than I expected. The ""screened-in"" section is a waste of space in my mind. I mean, normally people camp right near a vehicle, so any extra coolers, belongings or gear can be stored in the vehicle (and locked). That space was too small to be sitting area or sun porch, lol! Would've been better if the bottom tarp extended the full length of the tent and it had removable sides which you could unzip if you wanted that screened-in porch thing. But in most cases it's better to have the full coverage in all three compartments.

I used double-sized air mattress and a pack-in-play on one side of the divider, than a queen-sized air mattress in the middle section. This obviously left very little space to get changed and such. Which is why I think the screen section was a waste of space.

However, for 2 adults it would be just fine as is.",Sports & Outdoors,Outdoor Recreation,Camping & Hiking,Tents & Shelters,Tents
15999,B001TSCINE,4.0,Coleman Twin LED Lantern,"Coleman's classic Twin LED Lantern features two super-bright, Cree Xlamp XR-E LED bulbs that provide thousands of hours of continuous light. The LED bulbs shed an impressive 390 lumens of light on the high setting, and can be adjusted down to any setting with the rotary dimmer switch. The lantern runs for up to 150 hours on low and 15 hours on high using a set of eight D-cell batteries (Campmor sku # 84799). The lantern's durable housing is weather-resistant, making this lantern a solid choice for outdoor use.Weather resistant to withstand the elements.Fluorescent tube(s.Batteries: 8 D Cell(not included).Size: 7.2"" x 13.6"".","Solid design with high quality materials.  I love the adjustable light output and overall brightness of the illumination when set to high.  It requires 8 D Cells, so the trade off for the long battery life and high light output is an incredibly heavy lantern.",Sports & Outdoors,Outdoor Recreation,Camping & Hiking,Lights & Lanterns,Lanterns
30941,B006OW5FYY,5.0,Coleman Family Sized Classic LED Lantern,"With the Coleman Family-Sized Classic LED Lantern, bigger really is brighter: the lantern is perfect for lighting up a campsite, backyard entertaining, and emergency use. With Coleman's interchangeable CPX 6 system, you can choose your power: insert 4 D batteries (not included) into the battery cartridge, or upgrade by purchasing the CPX rechargeable power pack and make your lantern a rechargeable deviceand use either option interchangeably with any Coleman CPX 6 device! The Family-Sized LED Lantern features a super-bright high-intensity LED that never needs to be replaced, with a diffuser tube for a perfect beam pattern and reduced glare. On the Low setting, it runs for up to 50 hours, and on High for up to 25 hours. The Coleman LED Lantern is weather-resistant, so it's a reliable choice to withstand the elements. The wire bail handle is convenient for carrying or hanging the lantern wherever you need it.",Nice lantern.,Sports & Outdoors,Outdoor Recreation,Camping & Hiking,Lights & Lanterns,Lanterns
6738,B0009PUSO4,4.0,Coleman 0&deg;F Mummy Sleeping Bag for Big and Tall Adults | North Rim Cold-Weather Sleeping Bag,,"I purchased two Coleman mummy bags for my boys Scout camping trips.  I trusted the Coleman brand and these bags seemed right for the price.  They kept the boys warm and dry all year round.  During the winter months (yes, Boy Scouts camp out during the winter too) I took them off the ground and had them sleep on a cot inside their tent.  The bags worked well even in the low teens and snow.  The only complaint I had with these bags was their compressibility.  Because of their materials and thickness, they do not compress well.  Many times I found them sticking half-out of a compression sack after a campout.  But once home, they can be rolled out and properly rolled back into the sack.  My opinion, if you want an affordable, durable sleeping bag for camping, this is a good choice.",Sports & Outdoors,Outdoor Recreation,Camping & Hiking,Sleeping Bags & Camp Bedding,Sleeping Bags
25474,B00BPWDMOS,1.0,Coleman Broadband Mesh Quad Camping Chair,"Bring a comfortable seat with you to the campsite with the Coleman Broadband Mesh Quad Camping Chair. Ideal for camping, picnics, or backyard barbeques, this versatile folding chair offers premium comfort in a roomy yet portable design. It features a breathable mesh back that allows the breeze to cool your back on hot days, plus an integrated mesh cup holder that keeps a refreshing beverage within your reach. Designed to ensure your comfort, the chair features an extra-wide 21.3-inch seat that offers plenty of room to lounge and adjustable arms that let you customize the chair to suit your preferences. The strong steel frame can support up to 250 pounds and withstands seasons of heavy use. And thanks to its collapsible design and convenient carrying bag, this folding chair is easy to store and transport.","I got this chair to go fishing but after half an hour my legs started hurting like crazy. I am not big nor am I extremely tall. So I returned it and I got this one instead http://www.amazon.com/gp/product/B00339C3RI/ref=as_li_tl?ie=UTF8&camp=1789&creative=390957&creativeASIN=B00339C3RI&linkCode=as2&tag=waycoolashtra-20&linkId=YESKRVRREITJJZPU

It is a lot better and only a little more expensive.

I hope I could help :)",Sports & Outdoors,Outdoor Recreation,Camping & Hiking,Camping Furniture,Chairs
13092,B00168PI4S,3.0,"Coleman Jug With Water Carrier, 5 Gallons, Blue","Coleman, 5 gallon, blue, poly Lite water carrier, molded in handle & hand grip, fast flow spigot stores on the handle when not in use, non-insulated, polyethylene case resists scratches & dents. Comfortably port water to your campsite, picnic, boat, and beyond with the Coleman 5-gallon water carrier. The carrier features a tough polyethylene construction that's scratch- and impact-resistant, helping it hold up to rough handling. More importantly, the carrier's fast-flow spigot delivers instant water access; no more struggling to tip the carrier each time you fill up your water bottle. The carrier also includes a built-in molded handle and handgrip for comfortable, easy carrying.","It's a cheap jug with cheap jug issues. The first one we got had a crack at the seem. It leaked when I went to wash all the plastic shards from the inside of it. And yes, there is alot of plastic inside of these that you must get out. You'll want to put some soap in there too to take the plastic smell out. The replacement jug did not leak. I hope it last at least 1 camping season. Just don't expect much from these. They crack and leak, and cost $10.",Sports & Outdoors,Outdoor Recreation,Camping & Hiking,Hydration & Filtration,
16791,B00339C2YC,1.0,Coleman QuickPack Deluxe Propane Lantern,"Make packing up your lantern as easy as possible with the Coleman QuickPack Deluxe Propane Lantern. The 2-mantle design of this lantern creates a steady, bright glow of up to 1000 lumens of light that reaches up to 22 meters away. A quick match strike is all you need to get your lantern started, then simply dial in the perfect brightness with the adjustable control knob. Once your lantern is lit, the wide base provides stability when placed on a table, and the bail handle allows for easy hanging. No matter where you go, the PerfectFlow pressure-control technology produces a steady fuel stream and consistent performance in all kinds of weather. When you're ready to head home, the QuickPack storage system helps get you on your way quickly, since the lantern base is also the bottom of your case. Just place the outer cover and you're all packed up until you're ready for your next bright adventure.",It was a bait and switch game I ordered the one with the igniter and I got the lower grade where I have to use matches instead  it sucks,Sports & Outdoors,Outdoor Recreation,Camping & Hiking,Lights & Lanterns,Lanterns
13198,B00168WR06,2.0,"Coleman Fold and Go Camp Pillow (Small, Colors May Vary)",,"If i had it to do over, I'd spend a few more bucks for a more quality item. Must be folded for any semblance of comfort. Washed it once, now the stuffing is irredeemable misshapen mass.",Sports & Outdoors,Outdoor Recreation,Camping & Hiking,Sleeping Bags & Camp Bedding,Camping Pillows
3536,B0009PUR5E,4.0,"Coleman Bottle Top Propane Stove,Green,6.62&quot; H x 7.81&quot; W x 7.75&quot; L","Need a lightweight outdoor stove for backpacking, hunting, or camping? Look no further than the Coleman Portable Bottle-Top Propane Stove, which fits up to an 8-inch pan above a fully adjustable burner for precise temperature control and up to 10,000 BTUs of cooking power. Brew coffee, heat up hot dogs, and so on, knowing you can enjoy up to 2.5 hours of cooking on just one 16.4 oz. propane cylinder (sold separately). PerfectFlow technology keeps that heat steady, even in extreme conditions, and a large base offers stability for easy stirring. When its time to break down the campsite and fit all your gear into a crowded pack, youll be relieved to know that the burner and base separate from the propane cylinder for truly compact packing. Rest assured your ultra-portable stove comes with a 3-year limited warranty. The Coleman 5431A700 One-burner Propane Stove is an easy-to-use portable stove that should meet almost any camp cooking need. The PerfectFlow regulator provides consistent cooking performance by producing a steady fuel stream, even in cold weather, high altitudes, or when fuel is low. Equipped with one 10,000 BTU burner, this fully adjustable stove will last for 2.2 hours on high or up to nine hours on low. The pot supports help shield your cooking flame from the wind, while the large eight-inch burner bowl should fit most any pot. This Coleman one-burner stove can boil a quart of water in just four minutes! This stove operates on one 16.4-ounce cylinder of Coleman propane (not included). <strong>Manufacturer Warranty</strong><br> Limited lifetime warranty","sturdy little single burner stove,love it",Sports & Outdoors,Outdoor Recreation,Camping & Hiking,Camp Kitchen,Stoves & Grills
17382,B00339C3P0,4.0,Coleman Portable Camping Quad Chair with 4-Can Cooler,"Have a cold drink at hand at the campsite, BBQ or picnic with a Coleman Cooler Quad Chair. The cooler built into the armrest holds up to 4 cans and provides easy access to a cold drink once the one in your mesh cup holder is empty. While you sip on your favorite beverage, the fully cushioned seat and back only adds to your relaxation. If you want your hands free, the side pockets work nicely to store your book, magazine or some snacks. When the fun is done, the chair easily folds up into a carry bag for easy transport and storage.","Probably the best one for all the cool pockets and all that,,,, works like a charm, nice case.
I've sat my fat butt in one's that had a better feel but for the price I won't complain at all....",Sports & Outdoors,Outdoor Recreation,Camping & Hiking,Camping Furniture,Chairs
11176,B00168PI4S,5.0,"Coleman Jug With Water Carrier, 5 Gallons, Blue","Coleman, 5 gallon, blue, poly Lite water carrier, molded in handle & hand grip, fast flow spigot stores on the handle when not in use, non-insulated, polyethylene case resists scratches & dents. Comfortably port water to your campsite, picnic, boat, and beyond with the Coleman 5-gallon water carrier. The carrier features a tough polyethylene construction that's scratch- and impact-resistant, helping it hold up to rough handling. More importantly, the carrier's fast-flow spigot delivers instant water access; no more struggling to tip the carrier each time you fill up your water bottle. The carrier also includes a built-in molded handle and handgrip for comfortable, easy carrying.","Purchased about 9 months ago and has been out on 3 camping Cub Scout camping events. So far it is holding up great. Wish there was a clear version. I have a 40 yr old clear collapsible version and it will heat up nicely in the sun. The blue doesn't trap heat the same way. For the price, this has been great! The valve is still working fine, just make sure it is screwed on properly. Will probably be buying a second one before our next camp out. Very helpful in controlling the boys wasting water by playing with the water hydrants. Makes a great hand washing station. Throw a bar of soap in a nylon stocking and tie round the handle.",Sports & Outdoors,Outdoor Recreation,Camping & Hiking,Hydration & Filtration,
17643,B00363X6CC,2.0,Coleman Men's 35mm PVC/Poly Rain Suit,"Keep yourself reliably dry and protected from the elements with the Coleman Men-Inchs PVC/Poly Rain Suit. Constructed of durable, waterproof 35mm PVC-coated polyester, the Rain Suit includes a rain jacket and pants. The jacket features a drawstring hood, center front zipper with storm flap to keep out moisture, back and armhole vents for air flow, and two lower pockets. The pants feature a drawstring elasticized waist for a good fit, leg openings with zipper closure & snap adjustment, articulated knees for ease of movement, and 2 convenient slit pockets that give you access to pockets on the pants you wear underneath. The Rain Suit stores compactly in the included carry bag.",WAY TOO HEAVY FOR BACKPACKING AND WAS SOLD THAT WAY... SAD IT CANT BE RETUNED. IT IS WAAAAYNTO HEAVY FOR BACKPACKING.  It is good quality,Sports & Outdoors,Outdoor Recreation,Camping & Hiking,Clothing,Men
13661,B00168YEK2,4.0," Coleman Camp Stove Carry Case, Small ","Take your Coleman stove wherever outdoor adventures lead you with the Coleman Camp Stove Carry Case, Small. Designed to fit small Coleman 2-burner stoves measuring up to 20.4 x 12 x 4.5 inches, this rugged carry case made from PVC-coated polyester protects your stove during transportation and storage. Strong web handles provide comfort when toting stoves between campsites, while the durable zipper is designed to keep stoves safe and dry. Two propane pouches with drawstrings securely carry extra fuel canisters (sold separately).",I bought it because I was tired of having bottles rolling around in my jeep and also concerned about beating up the stove.  It does that.  I am unsure of the material it is made of though.  No rips yet.  There is also a little extra room in the bag to place a couple thin cutting boards and some cooking utensils.,Sports & Outdoors,Outdoor Recreation,Camping & Hiking,Camp Kitchen,Stoves & Grills
