review_id,asin,overall,title,description,reviewText,cat_l1,cat_l2,cat_l3,cat_l4,cat_l5
6329,B0009PUTIE,2.0,Coleman Beach Shade,""" Take your own shady, private space to the beach or park with the Coleman Beach Shade. This pop-up beach tent is made with UVGuard material that offers 50+ UPF protection from the suns harmful rays and durable Polyguard material that is designed to last season after season. The extended floor can be zipped shut for privacy while changing clothes, and the dry line offers a convenient place to hang wet bathing suits and towels. Integrated storage pockets give you a secure place to put your items while you swim or sunbathe. And when it gets hot, the back window can be unzipped to let the breeze in, while the sand bag compartments can be filled as needed to anchor the beach canopy on windy days. The Coleman Beach Shade comes with ground stakes and pre-attached guy lines and can be set up in about five minutes.","Once assembled, the tent is great. But the poles are very cheap feeling, and get caught on the pole sleeves and poked a hole through it. Now it's a pain to put together again. I would have expected something better from Coleman.",Sports & Outdoors,Outdoor Recreation,Camping & Hiking,Tents & Shelters,Camping Shelters
2234,B0009PUR4A,5.0,"Coleman 2000016402 Mess Kit, Aluminum, 5-Pc.","5 Piece, Aluminum Mess Kit, Includes 8 OZ Cup, 7&quot; Fry Pan, 16 OZ Pot With Lid &amp; 6.5&quot; Dish Pan, Pieces Nest Inside Each Other &amp; Is Covered With A Lid For Easy Storage &amp; Transport.",Nice bundle. it's the way to go if you want to be prepared for camping.,,,,,
19074,B004DSO84O,3.0,Coleman Mens Apparel 10mm Pvc Rain Suit Advantage Max-4,Light Weight east to carry and put on when the weather changes quickly. Plenty of ventalation and adjustability.,"Glad you have it in your pack if you get caught in an unexpected rain or snow..Packs down and takes up very little room..It holds up well in most situations, but if you have to go through any briers, they shred like paper! Very noisy if your trying to hunt...But all that said, if you want something cheap to keep in your pack for unexpected weather and don't care to throw away after a couple uses, these fit the bill. The suit does a good job keeping you dry if you are sitting on stand or walking where there is nothing for it to snag on. For the price, and small size of the package, I keep one in my pack...May not last but better than getting soaking wet!",Sports & Outdoors,Sports & Fitness,Hunting & Fishing,Hunting,Hunting Accessories
20604,B004J2KDH0,5.0,Coleman Dome Tent for Camping | Sundome Tent with Easy Setup,"Sundome 2P Dome TentFeatures:Up to 33% more water resistant verses a comparable standard Coleman tent Weathertec System patented welded floors and inverted seams help keep water outSnag-Free continuous pole sleeves for easy setup Ground Vent for increased ventilationTwo windows for great ventilation and viewsDoor awning helps keep the rain out E-Port makes it easy to bring electrical power inside your tent Storage pocket to keep your gear organized Expandable carry bag lets you tear away the rip strip for easy packingSpecifications:Doors:1 D-DoorRainfly:PolyguardTent:Polyguard,Polyester Mesh 68DPoles:FiberglassWeight: 7.2 (3.3 KG)<br/","This tent was a beast. It's too small for two people to be honest. Tall people might find it a wee bit claustrophobic so you might want to splurge on the 3 person version. But it fit my cot, my gear, and me -  and withstood 50 mph winds at the campsite. I did have to take the rainfly off however because it made the tent more airborne. It rattled like a ship's sail all night, but stood up to whatever the Mojave blew at it. I may get a second one to store in case I destroy this one. Get better tent pegs and a mallet though. The ones supplied were crap and bent and I had to bring a hammer from my kit at home. There were two tents better than mine and they were much more expensive. Suck it Mojave Desert!",Sports & Outdoors,Outdoor Recreation,Camping & Hiking,Tents & Shelters,Tents
9997,B000W7BHJY,3.0,Coleman 8-Person Tent for Camping | Red Canyon Car Camping Tent,"Measuring 17- by 10-feet, Coleman's Red Canyon tent is spacious enough to comfortably sleep eight campers. Ideal for weekend camping trips with family and friends, the Red Canyon features removable privacy walls, allowing you to create up to three separate rooms.","Nice size tent and sleeps 8 people tightly.
No complaints until a storm came up. Graphite tent poles NOT rated for 40 mph winds.
Some of the smaller tent poles broke. Wish they were made of aluminum like my old Coleman tent was they could withstand the elements. Not bad for the $ but has been a pain since the storm hit.  Oh well....",Sports & Outdoors,Outdoor Recreation,Camping & Hiking,Tents & Shelters,Tents
3949,B0009PUQ8M,4.0,Coleman Tent Kit,"Set up the tent quickly with the steel tent pegs and rubber mallet. Keep it clean for the entire campout with the nesting hand broom and dustpan. When the fun is done, use the tent stake puller to get the pegs out of the ground easily. All four of these important tools fit nicely inside the mesh carry bag for the next adventure.",Nice compact kit but mine came with only 3 pegs...,Sports & Outdoors,Outdoor Recreation,Camping & Hiking,Tents & Shelters,Tent Accessories
15433,B001RPH7JY,4.0,Coleman Evanston Tent,"Enjoy the fresh air without the bugs when you're camping in a Coleman Evanston Tent. It's designed for simple setup and easy carryingperfect for car campers and long camping trips. The tent even has a screened porch where you can sleep on warm, dry nights. If it rains, the tent is designed to hold up to the weather.","We have owned this tent for several years.  It has been used for family camping and girl scout camping when I want to put half a dozen girl scouts in the same tent.

The only problem we've had with it was when we went to Monahans State Park (Texas), and the wind was really high one night.  The tent couldn't handle the wind, and the high sides that make it wonderful because you can stand up in it also turn it into a big sail in high winds.  We ended up purposely collapsing the tent before a pole had a chance to break.

I've found that it's easy to put up once you get the hang of it (I can put it up by myself in about 10 minutes).  Putting the rain fly on without a helper is much more difficult just because you have to get it over the top.

For those asking about size, I'm attaching a few pictures - I was checking equipment before a girl scout campout, so I had two queen air mattresses and a twin blown up inside the tent earlier.  You can see that there's plenty of room for those plus a lot more for any gear they bring along.",Sports & Outdoors,Outdoor Recreation,Camping & Hiking,Tents & Shelters,Tents
4399,B0009PUTES,3.0,Coleman Folding Shovel with Pick,Coleman 2000016390 shovel folding w/pick. Camping knives & tools shovels. Made of the highest quality materials. Camping knives & tools shovels,"It gets the job done, but there are definitely better shovels out there. This one cannot lock with any angle in it and loosens itself during sustained use.",Sports & Outdoors,Outdoor Recreation,Camping & Hiking,Knives & Tools,Shovels
10885,B00168YEK2,3.0," Coleman Camp Stove Carry Case, Small ","Take your Coleman stove wherever outdoor adventures lead you with the Coleman Camp Stove Carry Case, Small. Designed to fit small Coleman 2-burner stoves measuring up to 20.4 x 12 x 4.5 inches, this rugged carry case made from PVC-coated polyester protects your stove during transportation and storage. Strong web handles provide comfort when toting stoves between campsites, while the durable zipper is designed to keep stoves safe and dry. Two propane pouches with drawstrings securely carry extra fuel canisters (sold separately).",It will do the job but i wish it was padded a little better. I expected a little more from Coleman.,Sports & Outdoors,Outdoor Recreation,Camping & Hiking,Camp Kitchen,Stoves & Grills
9229,B000MPRU6A,4.0,Coleman 28-Quart Cooler With Bail Handle,"The Coleman 28-Quart Cooler holds 36 twelve-ounce cans, and it-Inchs tall enough to store 2-liter bottles upright. It features a convenient hinged lid and large bail handle for comfortable carrying. The 28-Quart Cooler is made in the USA with Thermozone insulation, which includes 0% ozone-depleting materials. Exterior measures 19.7-Inch x 12-Inch x 13.7-Inch.",as expected,Sports & Outdoors,Outdoor Recreation,Camping & Hiking,Camp Kitchen,Coolers
30579,B001691QYI,4.0,Coleman Fold N Go Grill Case,"Transport your Coleman Fold N Go Stove or Grill to the campsite easily with the Coleman Fold N Go Grill Case. Compatible with Coleman Fold N Go Stoves and Grills, this rugged carrying case is constructed from heavy-duty nylon and features a padded interior to keep your stove or grill protected on the go. Two drawstring side pouches allow you to easily carry extra propane cylinders (sold separately), while an interior divider keeps accessories organized and accessible. The BBQ grill bag has a durable zippered top opening and 2 strong web handles for comfortable carrying.",Works as expected. No reason to expect more.,Sports & Outdoors,Outdoor Recreation,Camping & Hiking,Camp Kitchen,
26161,B00F3S5QJE,5.0,Coleman Propane Grill | RoadTrip LXE Portable Gas Grill,"Stop manhandling those heavy, bulky backyard beasts and show off as the grill master with the Coleman RoadTrip LXE Propane Grill. It's easy to tote around and set up. Just fold it up, roll it with one hand to your favorite cooking spot and set it up in a matter of seconds with the lift and lock system. The grill comes equipped with durable cast-iron grilling surfaces. (Coleman RoadTrip pot support and griddles are available separately.) When you're ready to grill, push a button to ignite the InstaStart matchless lighting system. Cook for more than an hour on one propane cylinder with 20,000 BTUs of power on 285 sq. in. (1838.7 sq. cm) of cooking surface. It's perfect for BBQs, picnics, tailgating, camping or a night on the patio. When you're ready to leave, it folds down small enough to fit in the back of most car trunks.",Awesome Grill!!!,Sports & Outdoors,Outdoor Recreation,Camping & Hiking,Camp Kitchen,Stoves & Grills
21393,B005G0XFEM,5.0,Coleman Outdoor Compact Table,"The Coleman Compact Aluminum Table is the perfect camping and outdoor cooking companion. Hot pots and pans will not damage the aluminum slat top. Accordion style steel frame is sturdy and easy to set up.Table height 27.5"".Table Weight 9 lbs. 8 oz..Folded Size: 5.5"" x 5.5"" x 27.5""..Weight capacity 100 lbs..Includes storage bag with carry strap.Directions conveniently sewn on to carry bag..Color: Silver.Import..","This table is pretty nice.  Very sturdy yet packable and light. Great fit back packing, picnic,  camping,  etc.  A better option than its nylon competitors. It is a roomy table for two people.  Can really be used by four people or six. If everyone is skinny.  But you can literally fit six plates and a bunch of drinks on there.",Sports & Outdoors,Outdoor Recreation,Camping & Hiking,Camping Furniture,Tables
15083,B001EN059I,3.0," Coleman 16-Quart Personal Wheeled Cooler, Blue ","Keep your food and drinks cold, and keep the fun going, for up to 2 days when you roll in with a Coleman 16 Quart Performance Wheeled Cooler. Large enough to hold 22 cans, you'll have plenty of space for refreshments for several people. Whether you're headed on an overnight camping trip, to a tailgate party, or across the ball field, the recessed wheels and long, telescoping handle let you roll up with hardly any effort. The additional molded handles make it easy to lift your cooler in and out of the car or onto a picnic bench. Coleman provides a convenient way to keep things cold, even when you're on-the-go, with the 16-Quart Personal Wheeled Cooler. This convenient cooler can hold up to 22 12-ounce cans or two 2-liter bottles upright and features traditional Coleman construction for rugged durability. Other features include an extendable handle that retracts for convenient storage and recessed wheels for easy transport to and from your favorite sporting events and outdoor activities. This durable Coleman cooler comes with a limited manufacturer's warranty. <b>About Coleman</b><br> The Coleman Company has been creating and innovating products for recreational outdoor use since W.C. Coleman started selling gasoline-powered lanterns in 1900. Inventor of the hugely popular fold-up camp stove, Coleman developed a plastic liner for his galvanized steel coolers in 1957--the birth of the modern cooler--and the company has been improving their utility and design ever since. The array of products that bear the Coleman name now includes just about everything you might need to work or play outdoors, from tents and sleeping bags to boats, backpacks, and furniture.",The cooler was OK but it was smaller than advertised so I returned it and ordered the larger size 28 qt Igloo cooler.,Sports & Outdoors,Outdoor Recreation,Camping & Hiking,Camp Kitchen,Coolers
7550,B000E35Y1S,4.0,Coleman Cooler Standard Drain Plug Assembly - 1&quot; Shaft Length,"For use on the following Coleman Cooler models: 5227, 5235, 5239, 5240, 5241, 5245, 5248, 5254, 5255, 5256, 5262, 5264, 5265, 5269, 5272, 5274, 5276, 5283, 5284, 5286, 5294, 5299, 5296, 5299, 5848, 5850, 5894, 5896, 6262, and 6270","I needed these replacement drain parts for work coolers.  We have a wide variety of sizes and types but most are Coleman brand coolers.  We tend to ship a lot of coolers and when we get them back they tend to be broken either by the delivery company or the lab that we shipped to.  We would always just start stripping the smaller coolers for parts to use on the larger coolers because they are needed more often and are more expensive to replace but after a while we had cooler lids and bases and did not want to spend the money on replacement coolers.

Finding these drain replacement parts was the last step in putting some of our coolers back together.  You can also purchase the handles and hinges on Amazon.  These parts are the exact same pieces that come with the whole coolers and fit perfectly.  Being an add-on item they only cost 4.99 a piece when purchased with another item but if you need a few drain replacement parts add enough to be over 25 dollars which is 6 of them.  These coolers will last and last with these replacement parts.  If we need more I will definitely buy here again.",,,,,
29712,B019SIFVRG,4.0,Coleman Camping Instant Signal Mountain Tent,,"I am an avid tent camper, having camped in wilderness conditions with temperatures as low as 17 degrees F up to 110 degrees (at night). Ive gone through more tents than I can remember and there are things Ive loved about some of them and other things Ive disliked. This is the second instant tent Ive owned and resisted buying it exactly for that feature  the first one was too delicate and didn't even last a season.

Starting at the very beginning, the absolutely essential thing a person should do upon receiving a new tent is to set it up in their backyard (or other appropriate place if an apartment dweller) and be sure all of the parts are there, that they fit, that all zippers work and that there are no obvious defects.  The second thing?  And before that first camping trip, spray a garden hose at your new tent to be assured that it is reasonably water-tight.

Passing that test, you can approach your first camping trip with a fair degree of confidence.  My issue of this tent passed perfectly.

Heres what I like about this tent, especially as compared to other tents I have owned:

1. The fabric is a bit heavier than most tents in the sub-$300 price range. You can feel the thickness.
2. The zippers are stronger feeling and being D shaped they don't have any convoluted twists and turns.
3. The tent does not need a separate storm/rain cover. The second night we were camping it rained most of the night and the inside of the tent was bone dry.
4. It does set up about as fast as Coleman says it will. I set it up the first time by myself and it took about 3 minutes. With another person it truly can be erected in just over a minute.
5. The high-wind performance is phenomenal. Our first night ever using the tent the winds averaged 20 MPH with gusts close to 40 MPH and higher just after sunrise. The tent bucked and bowed and swayed and felt like a thrill ride at a theme park but with only 6 cheap stakes it held firm. It flexed like crazy but never lost its footing.
6. The walls are almost vertical with very high ceilings.  Yes! Finally a tent I can stand up in and walk around. During the peak of the rain we were able to sit in the living room in our camp chairs with plenty of room to relax.

Here are some observations:

1. I love that the bedroom can be closed off to help keep it dark and the living room can be almost totally opened up with screened windows for the maximum view. But I have mixed feelings that there is no skylight at all  I love to fall asleep gazing up at the stars and this tent does not make that possible.
2. For a tent this large there aren't enough pockets for personal belongings (in the bedroom) and no pass-throughs for shoes and such.
3. At 23 lbsthis tent is big and heavy. I cant fault Coleman for that, there would be no way to make a tent this large with the extra mechanisms to be self-erecting and make it light.

A good tent can cost $500 - $600 (or more) and frankly it does not cost that much to make a tent. At about $190 when reviewed it is a LOT of tent for the price and well worth the money. Its not quite 5-stars because it lacks a few things that a company like Coleman would have been expected to provide and what could be a deal breaker for some people who camp a lot.  But its wind/rain protection are admirable and the quick setup and teardown really make handling such a large tent much more pleasant. Overall, at the selling price it may not be a lifetime tent but it is a very good value and the quality of materials is marginally better than most other tents Ive seen anywhere near the price.",Sports & Outdoors,Outdoor Recreation,Camping & Hiking,Tents & Shelters,Tents
