review_id,asin,overall,title,description,reviewText,cat_l1,cat_l2,cat_l3,cat_l4,cat_l5
21817,B006GJ8PFG,1.0,Coleman Rainfly Accessory for 6-Person Instant Tent,"Get better airflow with the Coleman Rainfly Accessory for 6-Person Instant Tent. This rainfly for the Coleman 6-Person Instant Tent, 10 x 9, allows you to crack your windows during a downpour and still stay dry. Get better airflow when camping in your Coleman Instant six-person tent with this Instant tent rainfly. Coleman tents are well sealed and protected from the rain, so campers sometime lose airflow when it starts to pour. Designed for Coleman's 10-by-9-foot Instant tents, the rainfly not only provides added protection from the weather, but it also allows you to crack your windows during a storm and still stay dry. Plus, the rainfly creates a spacious vestibule outside--perfect for stowing shoes and other gear. <br> <div class=""aplus""> <h4>Coleman Instant Tent Buying Guide</h4> <head> <meta content=""text/html; charset=ISO-8859-1"" http-equiv=""Content-Type""> <title></title> </head> <body> <div class=""singlecolumnminwidth"" id=""divsinglecolumnminwidth""> <div> <div id=""product-description_feature_div""> <div class=""bucket"" id=""productDescription""> <div class=""content""> <div class=""productDescriptionWrapper""> <div class=""productDescriptionWrapper""> <div class=""aplus""> <div> <table style=""height: 525px;"" align=""center"" border=""0"" width=""900""> <tbody> <tr> <th></th> <th style=""text-align: center;""><a href=""http://www.amazon.com/dp/B004E4AVY8""><strong>Coleman 4-Person Instant Tent</strong></th> <th style=""text-align: center;""><a href=""http://www.amazon.com/dp/B004E4ERHA""><strong>Coleman 6-Person Instant Tent</strong></th> <th style=""text-align: center;""><a href=""http://www.amazon.com/dp/B004E4IAPU""><strong>Coleman 14x8 Foot 8-Person Instant Tent </strong></th> <th style=""text-align: center;""><a href=""http://www.amazon.com/dp/B003QUT9OE""><strong>Coleman 14x10 Foot 8-Person Instant Tent </strong></th> </tr> <tr> <td>Footprint</td> <td style=""text-align: center;"">8' x 7'</td> <td style=""text-align: center;"">10' x 9'</td> <td style=""text-align: center;"">14' x 8'</td> <td style=""text-align: center;"">14' x 10'</td> </tr> <tr> <td>Center Height</td> <td style=""text-align: center;"">4' 11""</td> <td style=""text-align: center;"">5' 11""</td> <td style=""text-align: center;"">6' 4""</td> <td style=""text-align: center;"">6' 5""</td> </tr> <tr> <td>Doors</td> <td style=""text-align: center;"">1</td> <td style=""text-align: center;"">1</td> <td style=""text-align: center;"">1</td> <td style=""text-align: center;"">2</td> </tr> <tr> <td>Sleeps</td> <td style=""text-align: center;"">4</td> <td style=""text-align: center;"">6</td> <td style=""text-align: center;"">8</td> <td style=""text-align: center;"">8</td> </tr> <tr> <td>Inner Tent</td> <td style=""text-align: center;"">Polyster Taffeta 150D</td> <td style=""text-align: center;"">Polyster Taffeta 150D</td> <td style=""text-align: center;"">Polyster Taffeta 150D</td> <td style=""text-align: center;"">Polyster Taffeta 150D</td> </tr> <tr> <td></td> <td style=""text-align: center;"">Polyester Mesh 68D</td> <td style=""text-align: center;"">Polyester Mesh 68D</td> <td style=""text-align: center;"">Polyester Mesh 68D</td> <td style=""text-align: center;"">Polyester Mesh 68D</td> </tr> <tr> <td>Floor</td> <td style=""text-align: center;"">Polythylene 1000D</td> <td style=""text-align: center;"">Polythylene 1000D</td> <td style=""text-align: center;"">Polythylene 1000D</td> <td style=""text-align: center;"">Polythylene 1000D</td> </tr> <tr> <td>Poles</td> <td style=""text-align: center;"">16-mm and 20-mm steel</td> <td style=""text-align: center;"">16-mm and 20-mm steel</td> <td style=""text-align: center;"">16-mm, 20-mm and 22-mm steel</td> <td style=""text-align: center;"">16-mm, 20-mm and 22-mm steel</td> </tr> <tr> <td>Rainfly</td> <td style=""text-align: center;""><a href=""http://www.amazon.com/dp/B006GJ8NX0""><strong>Rainfly for Coleman 4-Person Instant Tent</strong></td> <td style=""text-align: center;""><a href=""http://www.amazon.com/dp/B006GJ8PFG""><strong>Rainfly for Coleman 6-Person Instant Tent</strong></td> <td style=""text-align: center;""><a href=""http://www.amazon.com/dp/B006GJ8Q7S""><strong>Rainfly for Coleman 14X8 Foot 8-Person Instant Tent</strong></td> <td style=""text-align: center;""><strong>Coming Soon</strong></td> </tr> <tr> <td>Flysheet Material</td> <td style=""text-align: center;"">Polyster Taffeta 150D</td> <td style=""text-align: center;"">Polyster Taffeta 150D</td> <td style=""text-align: center;"">Polyster Taffeta 150D</td> <td style=""text-align: center;"">Polyster Taffeta 150D</td> </tr> </tbody> </table> <br> </div> </div> </div> </div> </div> </div> </div> </div> </div> </div> </body> </div class=""aplus"">",This rainfly doesn't fit the Instant Cabin Weather Tec 6 men tent even though it stated fit 10' x 9' tent. I bought it when I saw the recommendations to add on to buy other product. It shows the picture of the tent that I owned plus the rainfly and a set of tent kit. Will keep this rainfly anyway.,Sports & Outdoors,Outdoor Recreation,Camping & Hiking,Tents & Shelters,Tent Accessories
11600,B00168XMDM,2.0,Coleman Camp Axe,"Get the right tool for multiple jobs when you're at the campsite with the Coleman Camp Axe. The sharp edge of the durable drop-forged steel head easily splits wood for a campfire or stove, while the flat edge works wonders for driving tent stakes into hard ground. When it's time to pack up, pulling your tent stakes is easy with the notch cut into the head. Durable and well built, the Coleman Camp Axe is perfect for the campsite, wooded terrain, or the backyard. The axe is equipped with a drop-forged carbon-steel axe head that easily splits wood into kindling, along with a forged steel handle and an ergonomic nonslip grip. With the Coleman Camp Axe, you'll be ready for any camping contingency.",Not very sharp out of package.,Sports & Outdoors,Outdoor Recreation,Camping & Hiking,Knives & Tools,Axes & Hatchets
27991,B00J0RZY00,3.0,Coleman 40-Can Collapsible Soft Cooler,"Have the convenience of a large cooler when you need one and extra storage room in your home when you don't. The Coleman 40 Can Collapsible Cooler is big enough to hold almost two cases of soda and then collapse down to the size of a phone book when you're ready to put it away. A bungee cord on the back, front pocket and external lid storage make keeping snacks and utensils convenient. An adjustable shoulder strap makes it easy to carry. Antimicrobial, product-protecting properties are built into the flexible lining to resist odor, mold and mildew, making it easy to clean between uses. Heat-welded seams help prevent soft liner leaks.","Great lunch box for work. My only complaint is that the rectangle board that you push to the bottom to give it it's shape is absorbent. Anything that spills in the bag that piece absorbed and after a few weeks had to toss it. I still have the bag though, it's just not always box shaped.",Sports & Outdoors,Outdoor Recreation,Camping & Hiking,Camp Kitchen,Coolers
30353,B0009VC7QK,1.0,Coleman Exponent Multi-Fuel Stove,"The Coleman Multi-Fuel Stove offers sturdy, compact design and versatile, powerful performance. The integrated fuel tank operates on your choice of Coleman fuel, unleaded gasoline or kerosene (kerosene generator included). The sturdy fold-out legs keep the stove stable, while burner bowl and pot supports help protect the flame even in windy conditions. Precise flame control allows you to go from simmer to boil. Stove weighs 21.6 ounces. Get ready to cook with the Coleman Exponent 550B725 Multi-Fuel camp stove, which weighs 21.6 ounces. Fill up the integrated tank one time and use it all weekend. It operates on either Coleman fuel or unleaded gasoline, and can also operate on kerosene with an optional generator. Thanks to Coleman's PerfectFlow feature, it's regulated for a constant, consistent burn (without flaring or flickering). Other features include fold-out legs and wind-protecting burner bowel and pot supports. The <a href=""/exec/obidos/ASIN/B0009VC7PQ/${0}"">Coleman Exponent 550-6771 Maintenance Kit</a> is a recommended accessory.","I wanted to like this stove while I used it for car camping.  But it has one very serious flaw.  It won't turn off and spills unburned fuel creating a massive fire hazard.  It wouldn't turn off when brand new.  So I called Coleman support who were very helpful.  We determined which part failed and they sent out a replacement, no charge.  I installed it and it ran fine for several years but recently spilled a cup of white gas on the tailgate because, again, it wouldn't turn off.  It is too dangerous to keep so I threw it in the trash.  The off switch should be a needle valve but this design is just a thin wire running through the top tube to plug the jet.  Use this at your own risk",Sports & Outdoors,Outdoor Recreation,Camping & Hiking,Camp Kitchen,Stoves & Grills
20802,B004J2KDHK,4.0,Coleman Sundome Dome Tent,,"My boyfriend and I took this tent on a practice camping trip before our week long camping trip. It rained pretty hard that night and the tent held up well. Zippers worked, the electrical zipper is a nice addition. However the rain did leak in from that corner of the tent.

We liked that the waterproof tarping on the bottom goes a coupl inches above the bottom of the tent. We had to sleep on some water, and it didn't leak.

I think this is a pretty sturdy tent. Worth the money and I can see us using it for many more camping trips.",Sports & Outdoors,Outdoor Recreation,Camping & Hiking,Tents & Shelters,Tents
22114,B006HFBQ0K,3.0,Coleman 16-Can Soft Cooler with Removable Liner,"The Coleman 16-Can Soft Cooler goes with you to picnics, BBQs, camping, sporting events, tailgates and beyond. It holds 16 cans inside, and features plenty of extra storage space in its front zippered pocket, side mesh pockets, and mesh pocket in the lid. There are even bungees on the lid for stowing more extras! Sporting an adjustable shoulder strap, the cooler is soft on the outside for comfortable carrying, and has a hard plastic liner inside to protect your food from being crushed. The liner material is FDA approved for food contact, and is removable for easy cleaning. The Soft Cooler provides antimicrobial protection, to resist odors, mold, and mildew.",I tried it during my camping trip last weekend. I did a decent job keeping things cool. But it is not a YETI or RTIC by any means. Don't expect it to keep your ice for more than a few hours. Good for day trips.,Sports & Outdoors,Outdoor Recreation,Camping & Hiking,Camp Kitchen,Coolers
10261,B00168QWV6,3.0,Coleman 8D Square Pack-Away Full Size Lantern,"Designed for convenience, the Coleman 8D Pack-Away Family Size Lantern features a clever telescoping design. Packed up, the lantern creates a built-in carry case for compact and easy storage and transport. Simply pull up the top to unpack the lantern to its full size (12"" tall). The lantern's 15-watt fluorescent spiral U-tube provides an extra-bright, white light, with a reflector that directs light upward and outward for more efficient illumination -- it sheds an impressive 390 lumens of light on High. The light automatically turns off when the lantern is closed, to conserve your batteries. The lantern's bail handle is convenient for comfortable carrying or for hanging. The 8D Pack-Away Lantern runs for up to 24 hours on low or 12 hours on high, with a single set of eight D batteries (sold separately). The bulb and battery are easy to access and replace. Includes a limited 5-year warranty. Lantern measures approximately 12.13"" x 6.81"" x 6.57"" extended, and weighs 2.58 pounds without batteries.","This little portable is a neat design and stores away well when traveling.  I didn't give it a higher rating because there are other lights that require 8 batteries that give off more light and cost less.  Of course, they are LED not fluorescent, which is becoming pass.  This is a very good lighting unit but it has been surpassed with more light emitting LED models.",Sports & Outdoors,Outdoor Recreation,Camping & Hiking,Lights & Lanterns,Lanterns
3929,B0009PUQ8M,1.0,Coleman Tent Kit,"Set up the tent quickly with the steel tent pegs and rubber mallet. Keep it clean for the entire campout with the nesting hand broom and dustpan. When the fun is done, use the tent stake puller to get the pegs out of the ground easily. All four of these important tools fit nicely inside the mesh carry bag for the next adventure.",The rubber mallet fell apart the first time I used it,Sports & Outdoors,Outdoor Recreation,Camping & Hiking,Tents & Shelters,Tent Accessories
9061,B000JLBBOY,2.0,Coleman Camp Mirror,"See yourself in the outdoors with a Coleman Camp Mirror. Stand, clamp or hang it just about anywhere. Its lightweight design is perfect for campers on the go. The shatter-resistant acrylic mirror is housed in durable plastic for use season after season.",Broke when dropped on the floor inside,Sports & Outdoors,Outdoor Recreation,Camping & Hiking,,
1826,B0009PUR4A,2.0,"Coleman 2000016402 Mess Kit, Aluminum, 5-Pc.","5 Piece, Aluminum Mess Kit, Includes 8 OZ Cup, 7&quot; Fry Pan, 16 OZ Pot With Lid &amp; 6.5&quot; Dish Pan, Pieces Nest Inside Each Other &amp; Is Covered With A Lid For Easy Storage &amp; Transport.",Would not recommend. Its very flimsy material and too small. Spend the extra dollars and get something better.,,,,,
26675,B00F3S5QJE,5.0,Coleman Propane Grill | RoadTrip LXE Portable Gas Grill,"Stop manhandling those heavy, bulky backyard beasts and show off as the grill master with the Coleman RoadTrip LXE Propane Grill. It's easy to tote around and set up. Just fold it up, roll it with one hand to your favorite cooking spot and set it up in a matter of seconds with the lift and lock system. The grill comes equipped with durable cast-iron grilling surfaces. (Coleman RoadTrip pot support and griddles are available separately.) When you're ready to grill, push a button to ignite the InstaStart matchless lighting system. Cook for more than an hour on one propane cylinder with 20,000 BTUs of power on 285 sq. in. (1838.7 sq. cm) of cooking surface. It's perfect for BBQs, picnics, tailgating, camping or a night on the patio. When you're ready to leave, it folds down small enough to fit in the back of most car trunks.","This is by far my favorite thing that I have bought online. The grill is easy to set up, cooks like an expensive grill and is cool to the touch in minutes. I recommend this to anyone who does not want to drag charcoal and dust around with them during the summer.",Sports & Outdoors,Outdoor Recreation,Camping & Hiking,Camp Kitchen,Stoves & Grills
11338,B00168XMDM,3.0,Coleman Camp Axe,"Get the right tool for multiple jobs when you're at the campsite with the Coleman Camp Axe. The sharp edge of the durable drop-forged steel head easily splits wood for a campfire or stove, while the flat edge works wonders for driving tent stakes into hard ground. When it's time to pack up, pulling your tent stakes is easy with the notch cut into the head. Durable and well built, the Coleman Camp Axe is perfect for the campsite, wooded terrain, or the backyard. The axe is equipped with a drop-forged carbon-steel axe head that easily splits wood into kindling, along with a forged steel handle and an ergonomic nonslip grip. With the Coleman Camp Axe, you'll be ready for any camping contingency.",Blade was dull. Otherwise seems fine for camping,Sports & Outdoors,Outdoor Recreation,Camping & Hiking,Knives & Tools,Axes & Hatchets
